[INFO] Loading exec file /home/ubuntu/TimeMachine/results/smoke/Jellyfin-Android-_v2.6.2-rebuilt_/coverage.ec.
CLASS ID         HITS/PROBES   CLASS NAME
ddbd1d4b543a9618    2 of   4   androidx/compose/animation/EnterExitTransitionKt$TransformOriginVectorConverter$1
efee4a5caf375836   36 of  97   kotlinx/coroutines/sync/MutexImpl
c6c9abb27986f740    2 of   4   androidx/compose/ui/text/font/GenericFontFamily
ea23f1115dd3f1c0    2 of   9   shark/AndroidReferenceMatchers$RESOURCES__MCONTEXT$add$1
feff7070b6a0d0d2    5 of  11   androidx/compose/ui/focus/FocusTargetNodeKt
28d7dc60f34313a5    5 of  99   kotlin/ULong
3e51d1797adc0b1d    7 of  16   androidx/compose/foundation/relocation/BringIntoViewRequesterElement
bdc44f8ab17c6306    1 of   3   androidx/compose/ui/layout/ContentScale$Companion$FillWidth$1
ab7fcf29b77f4ae8    4 of   6   androidx/compose/animation/core/AnimationEndReason
329fa0ad0d165662    3 of   3   shark/AndroidReferenceMatchers$FLIPPER__APPLICATION_DESCRIPTOR
2cd9fef2e77588d6    3 of   3   shark/AndroidReferenceMatchers$HOST_ADPU_SERVICE_MSG_HANDLER
5dfab62650693fc1    2 of   9   shark/AndroidReferenceMatchers$SEM_PERSONA_MANAGER$add$1
2871792c11dfdb44    8 of  11   androidx/lifecycle/viewmodel/MutableCreationExtras
cee229b569227fc8    2 of   4   shark/AndroidObjectInspectors$ANDROIDX_FRAGMENT
c4479396b204a9d4   10 of  11   androidx/arch/core/internal/FastSafeIterableMap
acd66831b6d39d7d   17 of  18   shark/AndroidObjectInspectors$Companion
7f64bb26c0b6d6f5    7 of  15   androidx/compose/foundation/text/CoreTextFieldKt$CoreTextField$2
24c5ac4b96f01176    2 of   3   kotlinx/coroutines/internal/ContextScope
8a2415e04a25f40b    1 of   2   kotlinx/coroutines/ResumeOnCompletion
d7f47332a9ed6f48    1 of   6   org/jellyfin/mobile/data/dao/ServerDao_Impl$1
510d4962b62ec435    2 of   2   androidx/compose/ui/platform/AndroidAccessibilityManager$Companion
90f1d775621c3f5c    2 of   4   androidx/lifecycle/ViewModelProvider$Factory$Companion
00714e6f8fe6966a    9 of  14   androidx/compose/runtime/ActualAndroid_androidKt
f72cb4e458562963    1 of  16   androidx/compose/runtime/changelist/Operation$ObjectParameter
2542bc99dc22af96    1 of   5   androidx/appcompat/widget/ResourceManagerInternal$ColorFilterLruCache
8c0b21dffbf89571    4 of   5   androidx/compose/ui/input/pointer/PointerIconKt
d84d75d0de3951a0    3 of   4   androidx/compose/ui/graphics/ClipOp$Companion
539f30531becd5e9    5 of  45   org/koin/android/ext/koin/KoinExtKt
7a87da4cd1f88957    7 of  28   kotlin/coroutines/SafeContinuation
6e1cd3ed6b399cc7    1 of   2   com/google/android/gms/common/internal/safeparcel/AbstractSafeParcelable
db6c9039cd2abfe8    1 of   6   androidx/activity/ComponentActivity$fullyDrawnReporter$2
603125133e80cba2    9 of  20   androidx/compose/foundation/gestures/ScrollableGesturesNode
107a261e60ba35fc   27 of  74   androidx/compose/ui/node/LayoutModifierNodeCoordinator
6e37ee88c01a5ab3    5 of  45   kotlinx/coroutines/UndispatchedCoroutine
f8ae345fdbe4dd9e    3 of   4   curtains/OnRootViewAddedListener$DefaultImpls
23ecdcdb256b14f3    8 of  27   androidx/compose/ui/graphics/StrokeCap
36a185a21f5184d3   17 of  29   com/google/android/datatransport/runtime/scheduling/persistence/AutoValue_EventStoreConfig$Builder
3692af8e8dce0175    8 of  13   curtains/internal/WindowSpy$decorViewClass$2
a6a84634f8f0e5cf    2 of   7   kotlin/coroutines/jvm/internal/CompletedContinuation
f1c1f9ad16f1bf56    6 of  21   androidx/compose/ui/semantics/SemanticsModifierKt
7b019e71d2df0342    2 of   4   shark/AndroidObjectInspectors$VIEW
25650726b9ad6754    8 of  24   androidx/compose/ui/layout/DefaultIntrinsicMeasurable
8698b969ad3f39fc    1 of   2   androidx/compose/runtime/Composer$Companion$Empty$1
34741a98f7e467b9    3 of  21   com/google/android/datatransport/runtime/dagger/internal/Preconditions
c049e6806071b631   12 of 416   androidx/collection/LongSet
4de7c31de5bd28ce    3 of   5   androidx/compose/ui/node/NodeMeasuringIntrinsics$IntrinsicWidthHeight
f00c612fd7bf066b    3 of   4   androidx/compose/ui/text/style/TextMotion$Companion
ceb0b4d40fa509cc    1 of   1   com/google/android/gms/internal/cast/zzkq
85806da72c223231    4 of   4   androidx/compose/runtime/snapshots/SnapshotKt$emptyLambda$1
96e037d8ed843d3c    1 of   3   androidx/compose/material/ButtonKt$Button$4
656d0bc7592e1f01    7 of  27   androidx/compose/ui/text/PlatformTextStyle
28c4f0058c8063a6   53 of  82   androidx/compose/runtime/CompositionImpl$RememberEventDispatcher
f71ac87765cfcdfc   15 of  24   androidx/compose/runtime/IntStack
17b22c090f53b1f2   11 of  42   androidx/mediarouter/media/RegisteredMediaRouteProvider$ReceiveHandler
11a30651f2bcf69f    2 of   2   androidx/compose/ui/MotionDurationScale
468f0f7d2fc7fc90   11 of  36   com/google/android/gms/internal/cast/zztc
90a07fa4146aff22    2 of   9   kotlinx/serialization/modules/SerializersModule
8112cd45e054ed58    3 of   3   shark/AndroidReferenceMatchers$PERF_MONITOR_LAST_CALLBACK
fec18ffe468b0e4d    5 of   6   leakcanary/internal/activity/db/Db$DbContext
76bc56e24fc59aec   13 of  14   androidx/emoji2/text/EmojiCompatInitializer
bc0c9847b5063069   10 of  45   com/google/android/gms/common/internal/zzo
fd4e25193e9e4a5f    9 of  40   kotlinx/coroutines/sync/SemaphoreKt
3e948fa4678eaaa9   11 of  44   androidx/lifecycle/SavedStateHandlesProvider
905dc8d67b437699    1 of   1   androidx/compose/foundation/text/UndoManager_jvmKt
fb4cd226ffb06b20    3 of   3   kotlinx/coroutines/CoroutineDispatcher$Key
abb093c5a7ecb095    5 of  14   org/koin/dsl/ModuleDSLKt
a9e966b9ae5b2f57    4 of   4   androidx/compose/foundation/text/BasicTextFieldKt$BasicTextField$1
9b54b300d9f02067    3 of   3   shark/AndroidReferenceMatchers$BUBBLE_POPUP_HELPER__SHELPER
59abbe7b690041ae    8 of  14   kotlin/ranges/IntProgressionIterator
5cbd5da7206e6a47    4 of   8   androidx/compose/ui/Modifier$Companion
3721636f0a0d30b0    4 of   7   androidx/compose/ui/node/LayoutModifierNodeKt
635da1437b626632    2 of   2   kotlinx/coroutines/Job$Key
1bf8e2a0ef6db2af  195 of 1399   androidx/compose/ui/text/TextStyle
aec1160cacef188d    2 of   2   androidx/compose/ui/layout/PinnableContainerKt
1106e6a5dd9d065c    3 of   3   leakcanary/internal/activity/LeakActivity$aboutButtonIconView$2
bb6780133ec00823   16 of  22   androidx/compose/material/MaterialRippleTheme
8ffbe9d2100d8775  114 of 258   androidx/compose/ui/graphics/drawscope/CanvasDrawScope
f41c8eb7373ac136    1 of   2   androidx/activity/result/contract/ActivityResultContract
ad68507fcad2fcdb   14 of  67   com/google/android/gms/common/internal/zzb
ee85d1afc0f78121    6 of   7   androidx/lifecycle/ViewTreeLifecycleOwner$findViewTreeLifecycleOwner$1
f3677058e1fdcc4e    6 of 136   androidx/compose/ui/graphics/GraphicsLayerElement
df75d9f06a34dfb1    2 of   2   com/google/android/gms/internal/cast/zziv
459e8cccd64ccae1    1 of  22   androidx/profileinstaller/ProfileInstaller$2
bf5a8bbad3854b23   10 of  15   kotlinx/coroutines/CompletedExceptionally
395e874ef64951ae    3 of   3   shark/AndroidReferenceMatchers$EVENT_RECEIVER__MMESSAGE_QUEUE
1fbeb61be363bbc4    2 of   3   kotlinx/coroutines/Active
1b84a7d5a45e8b33   39 of 105   androidx/compose/ui/graphics/BlendMode
077ac663474cc8a2    2 of   2   androidx/compose/animation/ColorVectorConverterKt
f4d15a0d25c632fc    3 of  31   androidx/compose/ui/platform/ViewLayer$Companion
ec32f9e790c8660f    1 of   5   com/google/android/gms/cast/framework/zzap
7167fbbe2b5e21b2   60 of 143   androidx/compose/ui/input/pointer/SuspendingPointerInputModifierNodeImpl
3297c2adb3ad6900    2 of   4   kotlinx/coroutines/sync/SemaphoreImpl$addAcquireToQueue$createNewSegment$1
5f4e1a0c1097ae62   69 of 275   androidx/fragment/app/DefaultSpecialEffectsController
4a00f1ed85937d1a   48 of  56   androidx/compose/foundation/text/TextFieldSizeKt$textFieldMinSize$1
a35df015e1ab90f6   10 of  12   org/jellyfin/mobile/MainActivity$special$$inlined$viewModel$default$1
5bd854b6db6cecfe   30 of  38   org/jellyfin/mobile/ui/utils/AppThemeKt
789c99898a845ff9    4 of   5   leakcanary/internal/LeakCanaryDelegate
cd357529c42e7836   27 of  61   com/google/android/gms/common/api/internal/BackgroundDetector
017f89c79ff6140f    6 of  13   androidx/compose/animation/core/Animatable$runAnimation$2$1
57656e4dadb4d55e    4 of   4   androidx/compose/ui/node/LayoutNodeLayoutDelegate$MeasurePassDelegate$remeasure$2
24b02c5fc7b85161    2 of  71   androidx/compose/ui/input/pointer/PointerHoverIconModifierNode
ed1f8d9d1ed09d12    2 of  20   androidx/compose/foundation/layout/ColumnScopeInstance
25b89604714f3e86    2 of   2   androidx/compose/ui/text/intl/PlatformLocaleKt
13b24bf6ab3f2690   28 of  61   androidx/compose/ui/unit/ConstraintsKt
a6f74c816ae5fa7b    6 of  69   androidx/compose/ui/graphics/vector/ImageVectorKt
c060f113b3fd72ae   11 of  19   androidx/compose/material/TextFieldImplKt$Decoration$colorAndEmphasis$1$1
99a1d9a27ca7e24b    2 of  17   com/google/firebase/encoders/FieldDescriptor
5647d8b7d5b491a0    5 of  12   androidx/compose/ui/text/input/TransformedText
fda13b402f76f437   18 of  28   com/google/firebase/encoders/json/JsonDataEncoderBuilder
4afc8bd95d239f19    6 of  11   com/google/android/datatransport/Encoding
b9306f945ef8e98b   86 of 429   androidx/compose/runtime/snapshots/SnapshotStateObserver$ObservedScopeMap
4d0fa7653652c5dc   51 of  67   androidx/compose/ui/platform/AndroidUiDispatcher
f74d016093932d43    3 of 115   androidx/compose/ui/semantics/SemanticsNodeKt
b1bf51667434e52e    2 of  12   com/google/android/gms/common/internal/zza
2b9564471809463a   43 of 152   androidx/compose/material/DefaultTextFieldColors
19df2fcb5dcb4bfa    7 of   7   androidx/compose/ui/platform/AndroidComposeView$keyInputModifier$1
339cc3b865bed1b5   13 of  18   androidx/compose/animation/core/AnimateAsStateKt$animateValueAsState$3
c48a3f694a60b27e    5 of  76   com/google/android/gms/internal/cast/zzfq
c208b6bac3a4befb    9 of  25   androidx/compose/ui/text/MultiParagraphIntrinsicsKt
17f41cafa70758fb    6 of   6   org/jellyfin/sdk/api/client/KtorClient$client$1$1
7c87e51f99d3709f    2 of   5   androidx/compose/foundation/layout/CrossAxisAlignment$StartCrossAxisAlignment
0e3a68b1c269cd8a    1 of  28   kotlinx/coroutines/flow/FlowKt__BuildersKt
6e49e006e002fcf2    3 of   3   shark/AndroidReferenceMatchers$SPEN_GESTURE_MANAGER
f656eb98a23f1899    5 of   8   androidx/compose/ui/geometry/Offset$Companion
64aca555e3e6500b    3 of   3   shark/AndroidReferenceMatchers$AUDIO_MANAGER
73388186a58b08da    2 of  10   shark/AndroidReferenceMatchers$GESTURE_BOOST_MANAGER$add$1
fee1fde8f146b943    4 of   4   shark/AndroidReferenceMatchers$ACTIVITY_CHOOSE_MODEL
818eadbd07f2722a    4 of  21   androidx/compose/ui/graphics/colorspace/WhitePoint
ef99f714959a5912    8 of   9   org/jellyfin/mobile/player/cast/CastOptionsProvider
3a1b9c60437c7733   10 of  29   androidx/compose/ui/layout/RootMeasurePolicy
c8c795b4e32bddb5    3 of   3   shark/AndroidReferenceMatchers$VIEW_CONFIGURATION__MCONTEXT
0cf9de0a0745c65a    2 of  13   androidx/room/InvalidationTracker$Companion
75afece6072eefc4    3 of   3   androidx/compose/animation/core/SuspendAnimationKt$callWithFrameNanos$2
fe1b1f8c29a7437d    2 of   4   io/ktor/util/pipeline/PipelinePhase
743043c226d2e23e   13 of  15   leakcanary/FragmentAndViewModelWatcher$lifecycleCallbacks$1
145209132dd624dd    1 of   2   kotlinx/coroutines/flow/internal/ChannelFlowTransformLatest$flowCollect$3$1$emit$1
ade9df90b5eae857    2 of  10   shark/AndroidReferenceMatchers$SEM_CLIPBOARD_MANAGER__MCONTEXT$add$2
7dd85f5702e158bf   18 of  21   androidx/compose/ui/text/android/LayoutIntrinsics
e6aa8d10c330ce1e    7 of  12   kotlinx/coroutines/flow/FlowKt__DistinctKt
aba6a85117f21e61    5 of   5   androidx/core/splashscreen/SplashScreen$Companion
c643bb592e8c0c68    9 of  10   androidx/lifecycle/viewmodel/ViewModelProviderImpl_androidKt
381400104537e51e   14 of  14   com/google/android/datatransport/cct/internal/AutoBatchedLogRequestEncoder
200ce1abc1c7b6f0    6 of   8   curtains/internal/WindowManagerSpy$windowManagerInstance$2
e33717e686b446fa    1 of  15   androidx/compose/ui/text/platform/extensions/SpannableExtensions_androidKt$setFontAttributes$1
3c1e99938718a68d   17 of  70   androidx/compose/foundation/gestures/ForEachGestureKt
2456e9d44f3b62a2    3 of   3   shark/AndroidReferenceMatchers$EDITTEXT_BLINK_MESSAGEQUEUE
f491ef45c43a9b5c    2 of   2   kotlinx/coroutines/ChildContinuation
a3cc73a54f85c81f    4 of   9   org/koin/core/instance/FactoryInstanceFactory
41cbfe3a1ef6e8fa    1 of   2   androidx/fragment/app/Fragment$1
e9012c62583ba782   21 of 116   androidx/mediarouter/media/RegisteredMediaRouteProvider$Connection
672b7285a77ab8bb    8 of  15   androidx/compose/runtime/changelist/Operation$Downs
18ff2f3d6968ce6e   24 of  54   androidx/compose/material/ripple/StateLayer
16cbdc5f4c0b820a    2 of   2   androidx/sqlite/db/framework/FrameworkSQLiteOpenHelper$Companion
bd02a41a4d8cb243    2 of   7   shark/AndroidReferenceMatchers$SPEECH_RECOGNIZER$add$1
37eb2acfbb7a5999    7 of   8   androidx/compose/runtime/DynamicProvidableCompositionLocal
498d997437931281    4 of   8   kotlinx/coroutines/internal/ScopeCoroutine
60d923e0440ffbd6    2 of   3   com/google/android/datatransport/runtime/time/TimeModule
6420ef995d833b2f    3 of   3   androidx/compose/runtime/snapshots/SnapshotApplyResult
82d22166e1e0ab81    9 of  14   kotlin/internal/jdk8/JDK8PlatformImplementations$ReflectSdkVersion
d5115fb33ddee4d9    3 of   5   androidx/compose/runtime/ParcelableSnapshotMutableLongState
2dcb031ebf5ef267    1 of  17   androidx/compose/animation/core/DecayAnimationSpecKt
bf3bd02626d1f49f   23 of  44   androidx/compose/ui/focus/FocusDirection
c9d3bb206939b056    1 of  18   androidx/compose/ui/node/NodeKind
75a02d3a0229f528   16 of  51   androidx/compose/ui/text/font/TypefaceRequestCache
7bdaf5a6a37cc743    1 of  10   org/jellyfin/mobile/data/dao/UserDao_Impl$1
34898e62b606804a    1 of  32   shark/AndroidObjectInspectors$CONTEXT_FIELD
d40825f32ef9a6b0    3 of   3   androidx/compose/runtime/internal/ThreadMap_jvmKt
19bc5047e8863a10    4 of   6   androidx/compose/ui/text/TextStyleKt$WhenMappings
d5d40a289346d5f7    8 of  13   kotlinx/coroutines/internal/LockFreeLinkedListNode$CondAddOp
bd036b3276e3ea64    5 of  53   androidx/core/view/MenuHostHelper
5228188c459e7df8  161 of 514   androidx/compose/ui/node/MeasureAndLayoutDelegate
3fd8ad8352c584fd    1 of   3   androidx/compose/animation/core/Transition$updateTarget$3
56a1606063ed54b2    2 of   9   shark/AndroidReferenceMatchers$MEDIA_PROJECTION_CALLBACK$add$1
929317c9ad0a8ca1    3 of   3   leakcanary/internal/HeapDumpControl$ICanHazHeap$Yup
f6a05509a1967b30    9 of   9   androidx/compose/animation/ColorVectorConverterKt$ColorToVector$1$2
ace52fce9c363521    4 of  17   androidx/compose/ui/text/style/TextDecoration$Companion
6918b8c913caa4a6    1 of   3   androidx/compose/ui/platform/AndroidComposeViewAccessibilityDelegateCompat$onSendAccessibilityEvent$1
f3c1e75cefbeaf04    4 of  23   androidx/room/TransactionExecutor
2175a57afbe54c55   20 of  39   androidx/lifecycle/RepeatOnLifecycleKt$repeatOnLifecycle$3$1
e426e951069da144    1 of  15   androidx/compose/ui/input/pointer/PointerButtons
6f1a3071b2ed28f1    3 of   3   androidx/compose/ui/text/font/SystemFontFamily
30bf1dc00ddf9123    4 of  17   androidx/sqlite/db/SupportSQLiteCompat$Api16Impl
db9e466e73a4b5e0    2 of   2   androidx/compose/ui/graphics/Matrix$Companion
081a303e7a0318d7   14 of  53   androidx/fragment/app/DefaultSpecialEffectsController$TransitionInfo
5d2ae8191bd3aac5  503 of 914   androidx/compose/ui/node/NodeCoordinator
699d581a6257ff7e   62 of  73   io/ktor/client/HttpClientConfig
9b18c0723ecfc5ad    1 of   3   shark/AndroidObjectInspectors$COMPOSITION_IMPL
8b2bb8dbe6ae33b0   48 of 159   org/slf4j/LoggerFactory
2f052cf70c1eff0f    4 of   6   androidx/sqlite/db/SupportSQLiteCompat$Api19Impl
1d106c126bf8ddf2    3 of   4   org/jellyfin/sdk/Jellyfin$Companion
8bb8ac5ad8fb0a6f   13 of  14   androidx/compose/ui/platform/AndroidUiDispatcher$dispatchCallback$1
2b201f7c1de6d37a    8 of  11   androidx/compose/ui/platform/WindowRecomposer_androidKt$createLifecycleAwareWindowRecomposer$2
69c89ae4703f5c75   24 of  31   leakcanary/AndroidLeakFixes$FLUSH_HANDLER_THREADS$apply$flushNewHandlerThread$1
ffdd72da353726d3   97 of 319   kotlinx/coroutines/scheduling/CoroutineScheduler
7065d00f1825afd8    9 of  14   androidx/lifecycle/DefaultLifecycleObserverAdapter
02dc025177f46739    4 of   4   shark/AndroidReferenceMatchers$MEDIA_SESSION_LEGACY_HELPER__SINSTANCE
34c0d0f30891bb10    1 of   6   androidx/compose/ui/graphics/vector/VectorPainter$vector$1$1
b3a9e1e8aa27751f   42 of 374   kotlin/collections/ArrayDeque
bed0ffb5b0678e5b   85 of 112   androidx/compose/ui/platform/AndroidCompositionLocals_androidKt
b04cdd82f9baca31    1 of   4   androidx/compose/ui/node/NodeChainKt$fillVector$1
bf3e1b68cd3ce511    7 of  11   com/google/android/datatransport/runtime/scheduling/jobscheduling/SchedulerConfig$Builder
87f6fd97cd533ae9    3 of  27   androidx/compose/animation/core/ComplexDoubleKt
74f0c89b7522a1e1   22 of  51   androidx/appcompat/view/ContextThemeWrapper
35c3766897b05d31    8 of  12   androidx/compose/foundation/AbstractClickablePointerInputNode$pointerInputNode$1
500e39efa33825aa   10 of  31   androidx/compose/ui/semantics/AppendedSemanticsElement
a57e244041272409    3 of  18   androidx/appcompat/app/AppCompatDelegate$SerialExecutor
7bf54c68c94ac66d    3 of   3   androidx/compose/runtime/changelist/Operation$RemoveCurrentGroup
4f10f16db4aeb7b7    2 of  12   androidx/compose/runtime/saveable/SaveableStateRegistryImpl$registerProvider$3
3ac53ac06abc193e    7 of 206   leakcanary/internal/HeapDumpTrigger
3e3a251e7b47087b    2 of   2   leakcanary/AndroidLeakFixes$FLUSH_HANDLER_THREADS$apply$flushNewHandlerThread$1$run$1$3$posted$1
d00ce902dd11bdd1   15 of  41   leakcanary/internal/navigation/ViewsKt
2684a1c2a4cc39a7    5 of   7   androidx/compose/material/ripple/RippleAnimationKt
ec0070b3864a6a86    2 of   8   androidx/compose/ui/platform/InspectorValueInfo
af36f7e7c395860b   17 of  37   com/google/android/datatransport/cct/CCTDestination
fa1f39aa86228a18    6 of   7   androidx/compose/ui/focus/FocusChangedNode
89940a981f9f74b4    1 of  21   io/ktor/client/features/HttpCallValidator$Companion$install$1
13369c7b046493c3    4 of   6   androidx/compose/foundation/text/TextFieldScrollKt$WhenMappings
d67e99a8196ec2e9    6 of   7   androidx/compose/ui/text/font/TypefaceResult$Immutable
6dcbe3319984d14e    7 of  12   androidx/compose/ui/layout/OnGloballyPositionedElement
720d0d47d03478b9   50 of 138   androidx/compose/ui/platform/OutlineResolver
03417b05c3db7bc6   28 of  87   androidx/room/RoomOpenHelper
b8c0852e3bd9117e    9 of  19   androidx/compose/material/Strings_androidKt
bac253aeac4f8ccd   64 of 337   androidx/compose/animation/core/AnimateAsStateKt
10f033dd728e8da1    1 of   4   org/jellyfin/mobile/player/cast/ChromecastConnection$Listener
00aab452d410ebf8    8 of  12   androidx/lifecycle/RepeatOnLifecycleKt$repeatOnLifecycle$3
a8ad56806c9574cf  111 of 260   androidx/compose/ui/graphics/vector/PathNodeKt
0591b577457f7ac6    2 of   2   androidx/compose/foundation/text/selection/BaseTextPreparedSelection$Companion
1e4c250746f0584e   15 of  28   androidx/compose/ui/text/style/TextIndent
cc1211213550b727   23 of  85   androidx/compose/ui/graphics/SimpleGraphicsLayerModifier
675a2463b862417c    1 of  25   shark/ObjectInspectors$ANONYMOUS_CLASS
f296516533d27e7d    2 of   5   androidx/compose/runtime/SnapshotMutableFloatStateImpl$FloatStateStateRecord
199a6a4d5ae456f7    7 of  14   androidx/compose/material/ripple/RippleTheme$Companion
0a7ac50bcad8672b    4 of   7   com/google/android/datatransport/cct/internal/AutoBatchedLogRequestEncoder$NetworkConnectionInfoEncoder
7c2dd2bbe95dab7f    6 of  14   androidx/compose/ui/input/pointer/ConsumedData
d71d7eb83d22cf84    2 of  34   androidx/activity/ComponentActivity$ReportFullyDrawnExecutorImpl
5a69b89b23d914f7    1 of   1   com/google/android/datatransport/runtime/scheduling/jobscheduling/SchedulerConfig$ConfigValue$Builder
4d3c00b616051051    3 of   3   leakcanary/AndroidLeakFixes$Companion$onEachIdle$1
ea9a4feeaadbf067   45 of  68   androidx/compose/ui/input/pointer/NodeParent
d9c4e3d99d2bb376   11 of  41   androidx/compose/ui/input/pointer/SuspendPointerInputElement
7a9e408dfb986157    3 of  10   androidx/compose/foundation/FocusableKt$FocusableInNonTouchModeElement$1
c8ad1f9dddd7907a    6 of  12   androidx/compose/foundation/relocation/BringIntoViewResponderNode$bringChildIntoView$2$1
ac8c9736aad83c29    7 of  51   androidx/compose/foundation/text/KeyMappingKt$commonKeyMapping$1
c874258f66349b85    4 of 134   kotlin/collections/CollectionsKt__MutableCollectionsKt
90ceae1d33ea3081    2 of   2   leakcanary/internal/InternalLeakCanary$invoke$2
0b6452e1835d69f4    6 of  10   androidx/fragment/app/SpecialEffectsController$Operation$State$WhenMappings
054862dfc48992b9   19 of  34   leakcanary/internal/VisibilityTracker
bb7b06e91d99c644    2 of   3   org/jellyfin/sdk/discovery/LocalServerDiscovery$discover$1$2
ecb51338f6b761db   89 of 203   kotlinx/coroutines/scheduling/CoroutineScheduler$Worker
74daac8b52731750    2 of   2   androidx/compose/runtime/snapshots/MutableSnapshot$Companion
6de5ffc626754ec8   13 of  31   kotlinx/coroutines/internal/MainDispatcherLoader
fd377948a29b493a    5 of  12   kotlinx/coroutines/Dispatchers
d35ec0b387ae1714   14 of  14   shark/AndroidReferenceMatchers$REFERENCES
375f837acd8f9527    7 of  10   com/google/android/gms/internal/cast/zzb
a2e543dfc0b327a2    2 of  23   androidx/core/os/LocaleListCompat$Api21Impl
51221642c7e8de2e    6 of   8   androidx/compose/runtime/BroadcastFrameClock$withFrameNanos$2$1
ae21e713f72532af    1 of   3   androidx/core/text/TextUtilsCompat
d769364e626bbe77    2 of   4   shark/AndroidObjectInspectors$ACTIVITY
7b43836b0d5696ad    2 of   4   androidx/compose/ui/platform/CompositionLocalsKt$LocalWindowInfo$1
e01383162a0d142b   17 of  27   androidx/lifecycle/ViewModelProvider
dfc9f64fe177aeed    6 of   6   androidx/compose/ui/node/HitTestResultKt
6177cfb9627a8627    1 of   3   androidx/compose/ui/text/AndroidParagraph$wordBoundary$2
ce9c23fe130d558c   12 of  31   org/jellyfin/sdk/discovery/DiscoveryService
ae38b37f28b149c6    4 of   4   androidx/compose/foundation/text/TextFieldGestureModifiersKt
087a2dc316a5e46a    2 of  13   shark/AndroidReferenceMatchers$SYSTEM_SENSOR_MANAGER__MAPPCONTEXTIMPL$add$1
6f8f14e341d32b36    1 of   9   androidx/compose/ui/text/font/TypefaceRequestCache$runCached$currentTypefaceResult$1
2614d289cf1c9875    4 of   4   com/google/android/datatransport/runtime/EventInternal$Builder
55582a8f423a7be1  118 of 240   androidx/compose/ui/platform/RenderNodeLayer
589c3421353b3397    3 of   4   androidx/compose/ui/text/android/LayoutCompat
14219ff22eda4627    1 of   2   androidx/activity/result/ActivityResultLauncher
40fcb47ad30b1903    4 of   7   androidx/compose/ui/text/font/FontStyle$Companion
6b6de0c5d12100a3    6 of   7   androidx/compose/material/InputPhase
7cf0e9c7501fb0f8    1 of   4   io/ktor/client/features/HttpPlainText$special$$inlined$sortedByDescending$1
f3b37d70bf22ae80    2 of   3   androidx/activity/OnBackPressedDispatcherKt$addCallback$callback$1
f12ff9f18886d316   32 of  36   androidx/compose/ui/node/OnPositionedDispatcher
21071723c169a6c1    9 of  46   io/ktor/client/features/HttpRedirect$Feature
4ac48d1bbff1a281    2 of  24   shark/KeyedWeakReferenceFinder
22ac7dcaacdd7080    1 of  27   androidx/compose/foundation/text/CoreTextFieldKt$CoreTextField$semanticsModifier$1
2f8c1ae7fa2a684f    2 of  44   androidx/collection/ObjectIntMapKt
fa18cee4b48ffd9e    1 of   3   leakcanary/ServiceWatcher$install$4$1
dde340dd6c475560    2 of  20   androidx/compose/ui/platform/AndroidComposeView$resendMotionEventRunnable$1
f071caff0a8c6cd4    8 of  11   com/google/android/gms/common/api/internal/TaskApiCall$Builder
18c25a2cfe8b9108    1 of  13   androidx/compose/foundation/text/selection/SelectionGesturesKt$selectionGestureInput$1
baac661ede8773a3    3 of   3   androidx/compose/ui/input/key/Key_androidKt
f9c83a3f946ae92a   10 of  73   leakcanary/AppWatcher$Config
8448f4e9772bc494    7 of  27   androidx/compose/foundation/layout/UnspecifiedConstraintsElement
968de79464bd62bd    8 of  15   androidx/fragment/app/SpecialEffectsController$Operation$State$Companion
ab2b1befbeeedd80    2 of   4   androidx/compose/ui/platform/CompositionLocalsKt$LocalSoftwareKeyboardController$1
740ae0eeca030c9d    5 of   5   io/ktor/client/engine/okhttp/OkHttp
495b29b177cb60df    2 of   4   androidx/compose/ui/platform/CompositionLocalsKt$LocalFontLoader$1
2cfce9545dda3a01    2 of   2   androidx/compose/ui/layout/AlignmentLine$Companion
2652b22264458953    3 of   3   org/jellyfin/mobile/setup/ConnectFragment$special$$inlined$activityViewModel$default$1
d0dc6aa62182625a    1 of   4   com/google/android/datatransport/runtime/SendRequest$Builder
fbabd557ebbb8a91   14 of  42   org/koin/androidx/viewmodel/GetViewModelKt
3707ffcd01c3affc   14 of  25   androidx/savedstate/SavedStateRegistryController
253783a8b74f2660    2 of   4   androidx/compose/animation/core/VectorConvertersKt$DpOffsetToVector$1
ac00689050c1d2a5    1 of   1   kotlinx/coroutines/flow/internal/AbstractSharedFlowKt
7c020b2148e45a6a    3 of   4   androidx/compose/ui/geometry/Rect$Companion
540a658cbccc6257    3 of   4   androidx/compose/ui/node/PointerInputModifierNodeKt
3dd614e396d07404   14 of  53   androidx/fragment/app/SpecialEffectsController$Operation$State
68c2c36694ec4f67    2 of  45   androidx/compose/foundation/text/selection/TextFieldSelectionManager$mouseSelectionObserver$1
d800841b13dfe708    7 of  11   androidx/compose/runtime/SlotWriter$groupSlots$1
d723667ef7219ba5    3 of   3   kotlin/random/FallbackThreadLocalRandom$implStorage$1
ae4f6ce76a619fc3    3 of   8   androidx/compose/ui/modifier/EmptyMap
69b081ca13ff8ebc    1 of   3   shark/ObjectInspectors$Companion$createLeakingObjectFilters$2$1
a0cff4babd8f195c    2 of  20   kotlinx/serialization/json/internal/DescriptorSchemaCache
8b6a1b2af61b0202    2 of   5   androidx/compose/ui/text/input/TextFieldValueKt
