[INFO] Loading exec file /home/ubuntu/test-jacoco/timemachine-test-code-coverage/results/smoke-redroid-api31/MyExpenses-_r879-rebuilt_/coverage.ec.
CLASS ID         HITS/PROBES   CLASS NAME
66ec225c7d112834   18 of  75   androidx/work/impl/utils/CancelWorkRunnable
edac703887642b68    3 of  21   org/totschnig/myexpenses/adapter/SpinnerItem$Header
ed61eb4c587d6fca    2 of   2   kotlin/SafePublicationLazyImpl$Companion
40772be6b237c83c   44 of 126   androidx/work/impl/utils/ForceStopRunnable
d69489ef9f57f1b7    2 of   3   org/totschnig/myexpenses/activity/BaseActivity$downloadReceiver$1
722986d940ec6580   38 of  88   kotlin/reflect/jvm/internal/impl/name/FqNameUnsafe
aeb682494c3e915d    7 of  33   androidx/compose/ui/text/font/FontSynthesis_androidKt
aa329f779266b680    8 of  40   org/acra/collections/WeakStack
ef0bf91e0196c625   42 of  88   kotlinx/coroutines/DispatchedTaskKt
f706b3e5d7428207   10 of 240   androidx/collection/ObjectList
939412c13069609a    8 of  14   androidx/emoji2/text/EmojiCompat$ListenerDispatcher
0642454c670355a1   12 of  38   kotlinx/coroutines/internal/ThreadContextKt
88cb95c59b7177d3    2 of  18   androidx/compose/foundation/layout/ColumnScopeInstance
a1b4e35a116ec22f    3 of  13   androidx/emoji2/viewsintegration/EmojiKeyListener
e2dd6f0b365eaa38    1 of   1   androidx/compose/foundation/BorderStrokeKt
4fa940cd95d96b0e    2 of   3   androidx/lifecycle/viewmodel/internal/CanonicalName_jvmKt
2627f69ad77bd675    3 of  29   androidx/recyclerview/widget/RecyclerView$AdapterDataObservable
f8d0bbbcd00e02d6    1 of  11   com/google/android/material/color/DynamicColors$2
4a83577596fd7ab4   25 of 102   androidx/compose/ui/node/DepthSortedSetsForDifferentPasses
d917559b0b14f65c    3 of   5   androidx/compose/runtime/RecomposerInfo$Companion
1e4b282febc66c67    2 of   2   androidx/compose/runtime/snapshots/MutableSnapshot$Companion
be0115ca155bcf57    8 of  12   kotlinx/coroutines/flow/internal/ChannelFlow$collectToFun$1
2bac9bd2dc625dd6    1 of 164   kotlin/math/MathKt__MathJVMKt
e971e8e4ed2f9d71    1 of   2   androidx/viewpager2/widget/ViewPager2$PageAwareAccessibilityProvider$3
402c08bc35b1aced    4 of  10   kotlinx/coroutines/Job$DefaultImpls
e3a71354f7d996e4    2 of 144   androidx/compose/ui/geometry/MutableRect
29a02267703b8a2c  239 of 942   androidx/appcompat/widget/Toolbar
d8be390caa681a0a    5 of   5   androidx/compose/foundation/text/EmptyMeasurePolicy
4f808b318790d2f9   39 of 156   androidx/compose/ui/node/LayoutModifierNodeCoordinator
f723ca7021068db7   28 of 109   androidx/viewpager2/widget/ViewPager2$PageAwareAccessibilityProvider
bec37b4561e73583    9 of  28   androidx/compose/ui/text/style/TextDecoration
e5d1845a8653563b   10 of 120   androidx/work/impl/background/greedy/GreedyScheduler
b264b6254fb91a1b    2 of  39   androidx/activity/ComponentActivity$activityResultRegistry$1
e77ce75fef2bfeee    8 of  14   androidx/compose/foundation/layout/LayoutWeightNode
6af28c63b1ed669a    1 of   3   kotlinx/coroutines/flow/StartedEagerly
40de260eec951ba2    1 of   5   androidx/compose/runtime/internal/PersistentCompositionLocalMapKt
70db28e4f62f3ff9   24 of 181   kotlinx/coroutines/flow/FlowKt
b3cd7cd29cf36206    4 of   4   kotlin/reflect/jvm/internal/impl/builtins/functions/FunctionTypeKind$KSuspendFunction
fd83381c1e3a0a4b    5 of   5   org/totschnig/myexpenses/provider/PlannerUtils_Factory
683aa3834d9b17d6   17 of 163   androidx/fragment/app/FragmentManagerViewModel
c5608a952be715e9    1 of  14   androidx/appcompat/widget/ActionMenuPresenter$PopupPresenterCallback
b20ea52c872c21f3    4 of   6   androidx/compose/ui/geometry/Size$Companion
0cd6ab41db708d1a    4 of  28   androidx/compose/ui/text/style/TextDecoration$Companion
9108d09c6f941c00    4 of  59   org/acra/collector/DropBoxCollector
31957fe95871440e   50 of 2209   androidx/compose/ui/platform/AndroidComposeViewAccessibilityDelegateCompat
49a80f92fc9148ad    3 of   3   androidx/compose/ui/ComposedModifier
5e8768e17f939bfc    2 of  16   androidx/compose/ui/platform/AndroidViewConfiguration
7ed4f49952c10a87    6 of  11   com/google/android/material/animation/AnimationUtils
97deb5c8cea0deba   20 of 320   androidx/compose/foundation/layout/FlowMeasurePolicy
4680bb8dc6ea89e9   13 of  26   androidx/viewpager2/widget/CompositeOnPageChangeCallback
ef3731c9ed7d6196    2 of   3   androidx/compose/runtime/ParcelableSnapshotMutableIntState$Companion
4838057611c88e90    4 of  20   androidx/work/impl/constraints/NetworkRequestConstraintController
a16097c9f9617dd0    1 of   7   ch/qos/logback/core/rolling/helper/DefaultFileProvider
913611d6acac5e54    2 of   4   androidx/activity/EdgeToEdge$enableEdgeToEdge$1$2
1f5656d805a37e35    3 of   3   org/totschnig/myexpenses/fragment/OnboardingDataFragment$special$$inlined$viewModels$default$1
5d023e57e721966d    5 of  39   org/totschnig/myexpenses/viewmodel/data/IIconInfo$Companion
7155c66afec65be3   68 of 118   androidx/compose/foundation/layout/RowColumnMeasurePolicyKt
9e234f643b391865    2 of   2   okhttp3/EventListener$Companion
ede016dbbe8eb7a9    7 of  11   androidx/datastore/core/StorageConnectionKt$readData$2
be726b77baf7fded   12 of  22   androidx/room/TriggerBasedInvalidationTracker$syncTriggers$2$1$1
907dd4731a87ec96    5 of   9   androidx/preference/EditTextPreference$SimpleSummaryProvider
dc352ecc196af9b2   11 of  20   androidx/compose/animation/core/MutableTransitionState
552c7b711c098070    2 of  10   androidx/work/impl/WorkDatabase_AutoMigration_14_15_Impl
29acd8a62fc92ce6    1 of   1   androidx/compose/runtime/internal/System_jvmKt
528e7e77200c5ed3    8 of  15   com/rd/animation/AnimationManager
48bc245ff59bab50    4 of  15   androidx/compose/animation/core/TransitionInstance
72c942c71ebcbc9f    4 of   5   androidx/compose/ui/text/EmojiSupportMatch$Companion
45fab3b5627cc603   48 of 169   androidx/emoji2/text/EmojiCompat
2fd17038a8e7e53f    1 of  50   androidx/core/view/DisplayShapeCompat$ImplBase
2865e3028746de15    7 of  40   androidx/compose/ui/text/Paragraph
d91270f106b69d6d    3 of   3   androidx/work/impl/model/WorkTagDao_Impl$Companion
767d2530e5bbe4cf  187 of 1355   androidx/compose/ui/text/TextStyle
bdf0199154eb82ca   12 of 209   kotlin/jvm/internal/TypeIntrinsics
9face2ed391dd61c    8 of  12   androidx/datastore/core/DataStoreImpl$data$1$1
ac7f94559e05f46f    2 of  18   androidx/compose/ui/unit/DensityImpl
fbd5d1934c413447    4 of   6   androidx/compose/runtime/ParcelableSnapshotMutableIntState
954d127701f4f48e   20 of 125   androidx/compose/runtime/SnapshotStateKt__ProduceStateKt
17b08b2ac5a40b7a   12 of  14   androidx/compose/ui/platform/AndroidUiDispatcher$dispatchCallback$1
6555cae675d5e820   25 of  46   kotlinx/coroutines/BuildersKt__Builders_commonKt
48171cdf1b67fde9    4 of   4   androidx/constraintlayout/core/Cache
10dc3d8b6b72d462    8 of  12   org/totschnig/myexpenses/model/PreDefinedPaymentMethod$Companion
1e2df46099e9a1e8    8 of  11   androidx/compose/runtime/Recomposer$State
2e5242e319af6753   20 of 109   androidx/compose/foundation/text/BasicText_androidKt
c6fcbb7877def80b    5 of  46   ch/qos/logback/core/status/StatusBase
26cd8651a994db5a   37 of 144   kotlinx/coroutines/internal/DispatchedContinuationKt
2265aaebcea25475    1 of  13   org/acra/data/StringFormat$JSON
0e0de07403229f05    2 of   2   org/totschnig/myexpenses/db2/entities/Template$Action$Companion
0ffb9a9851351635   37 of  77   androidx/compose/ui/text/android/style/LineHeightStyleSpan
84ecde4574851c48    2 of  13   androidx/core/util/ObjectsCompat
10ea7bc1834a1a05    2 of  37   androidx/compose/ui/input/pointer/PointerInputChangeEventProducer
ca4744eec46118ad    3 of   3   org/totschnig/myexpenses/fragment/OnboardingDataFragment$special$$inlined$viewModels$default$7
e7c1c4ebe2c2938f    7 of  15   ch/qos/logback/core/LayoutBase
4180cbfbb0caa8d8    2 of   3   androidx/tracing/CommonKt
a628c85639360522    5 of  19   androidx/recyclerview/widget/RecyclerView$LayoutParams
676e047d2622775d   41 of 171   androidx/viewpager2/widget/ScrollEventAdapter
354fafb117483fdb    3 of  38   org/slf4j/helpers/BasicMDCAdapter
e8a4d1d44e40c543   54 of  99   kotlinx/coroutines/internal/LockFreeLinkedListNode
4f107d1113607319    9 of  40   androidx/compose/runtime/SnapshotMutableFloatStateImpl
7668445e895be910    8 of  13   androidx/recyclerview/widget/OrientationHelper
1e903249ddc22364    8 of  16   androidx/room/RoomDatabase$JournalMode
491bd560d56c3b95    2 of  37   kotlin/jvm/internal/AdaptedFunctionReference
39e7ae182cd229a8    3 of   5   androidx/core/view/ViewCompat$Api23Impl
41c150ebd0bc5310    2 of  13   androidx/compose/runtime/saveable/SaveableStateRegistryImpl$registerProvider$3
01f3a9dcef14f5bc    2 of   2   org/totschnig/myexpenses/db2/Repository$Companion
bdd8c77944abec83   20 of  45   androidx/compose/ui/text/style/LineBreak
c7bc2d8d6a2df297    1 of   2   androidx/room/TriggerBasedInvalidationTracker$createFlow$1$2$emit$1
7e7c149fe422bc4d    4 of  16   kotlin/reflect/jvm/internal/impl/name/ClassId$Companion
189d54f33baae548    4 of   9   ch/qos/logback/core/AsyncAppenderBase$Worker
0c70caea5ee7aaf1    2 of  13   androidx/compose/foundation/layout/BoxScopeInstance
bcde659bcf1a84cc   12 of  61   org/totschnig/myexpenses/model/CurrencyUnit
7fdd7051c77eba61    3 of   3   androidx/work/impl/model/WorkNameDao_Impl$Companion
c9d0584af062b36b    1 of   7   androidx/work/impl/model/WorkProgressDao_Impl$1
a35d758d00fb84b8   14 of  61   androidx/compose/ui/text/ParagraphIntrinsicsKt
cc5efe3680e44019   11 of  40   androidx/work/impl/model/WorkProgressDao_Impl
61ba12590b84caf1   66 of  86   org/totschnig/myexpenses/provider/BaseTransactionDatabaseKt
f631d7d23a124966    4 of  12   org/totschnig/myexpenses/databinding/AmountEdittextBinding
4c03cc571ff2ad3c    6 of   7   kotlinx/coroutines/BuildersKt__BuildersKt
004785c702e455c6    1 of   2   kotlinx/coroutines/flow/FlowKt__ReduceKt$first$$inlined$collectWhile$2$1
14e7636e8073655e   66 of 209   androidx/constraintlayout/widget/ConstraintLayout$Measurer
24f58d5e57a3ccae   11 of  18   androidx/appcompat/widget/AppCompatEmojiEditTextHelper
ebe12aced9a6ea2e    5 of  16   ch/qos/logback/core/rolling/helper/FileFilterUtil
3f37c10646cbaa53    1 of   2   androidx/recyclerview/widget/RecyclerView$EdgeEffectFactory
41932f8c3dd5e166   19 of  45   androidx/compose/ui/ComposedModifierKt
5e463c46cd69ddd8    2 of   2   androidx/datastore/core/InterProcessCoordinatorKt
a8739f4f7be6fe6e    4 of 131   androidx/recyclerview/widget/RecyclerView$ViewFlinger
3bed81df6f134794    2 of   2   kotlinx/coroutines/CoroutineName$Key
5f5a65937b0d1371   61 of 130   androidx/core/content/res/ResourcesCompat
4bba7850284f8910    2 of   3   androidx/compose/ui/node/LayoutModifierNodeCoordinator$Companion
4034ee5b2e7fb2a6    2 of   9   androidx/work/impl/Migration_15_16
c84b97c5e2bc2f85    4 of   4   androidx/compose/ui/unit/IntOffset$Companion
474d2f3f51e60b2d    2 of  42   androidx/compose/runtime/external/kotlinx/collections/immutable/implementations/immutableList/AbstractPersistentList
1df53f64f6348619    3 of   4   androidx/compose/ui/platform/AndroidUiDispatcher_androidKt
058178f348888746   11 of  18   androidx/compose/ui/graphics/AndroidPaint_androidKt$WhenMappings
bc0371bda7101811    2 of   2   androidx/compose/ui/MotionDurationScale$Key
7a859417a9ceb59c    4 of  99   androidx/compose/ui/focus/FocusInvalidationManager
dc04185c87c7f158   14 of  27   androidx/compose/ui/unit/TextUnitType
95ab6544f89e3aba   11 of  12   androidx/core/view/WindowInsetsCompat$Impl30
2a2f2f07c00f17eb   15 of  37   kotlinx/coroutines/BlockingCoroutine
a6c1cba3b25cedf2   12 of  12   androidx/compose/ui/text/style/LineBreak_androidKt
80e8384c46c84ca0   61 of 163   com/google/android/material/textfield/StartCompoundLayout
dcb14bbf0f334af2    1 of  11   androidx/compose/ui/autofill/FillableData
fc1294c7c330d934    2 of  36   androidx/collection/ScatterSetKt
ea705f18a492a322    2 of   2   org/acra/collector/LogCatCollector$Companion
5ed814978053f8c5    2 of   4   ch/qos/logback/core/rolling/SizeAndTimeBasedFNATP$Usage
6534a4e8a89e3b98    6 of  38   kotlinx/coroutines/sync/MutexKt
b505e5e9183a7a0c    2 of   2   androidx/room/RoomDatabase$Companion
bea4f9dde54970ec   46 of 186   androidx/compose/material3/CheckboxColors
6e57151a499fc00d   68 of 131   androidx/compose/ui/graphics/colorspace/Rgb$Companion
591247aea379af26   15 of  60   androidx/compose/ui/unit/TextUnit
f1e6cd44b9201768    2 of   3   androidx/compose/ui/text/PlatformParagraphStyle$Companion
cce9102f4f92a1b9    2 of 153   org/totschnig/myexpenses/db2/RepositoryCategoryKt
9f1fbf791bec8965   15 of  34   androidx/compose/foundation/layout/FillNode
3ea9e6642ac9c0f1    7 of  37   androidx/room/driver/SupportSQLiteStatement$SupportOtherAndroidSQLiteStatement
c8eda23bec3eb411  114 of 201   androidx/constraintlayout/core/ArrayLinkedVariables
bced732330f8edcc   28 of  80   androidx/compose/foundation/layout/ColumnKt
8c40f3e00ae247be  106 of 530   androidx/appcompat/view/menu/MenuBuilder
639f89b518ca201e   18 of  88   okhttp3/internal/platform/Android10Platform
75464d4169a7035e    2 of  14   kotlin/jvm/internal/FloatCompanionObject
69a38bf754420517    3 of   5   androidx/compose/foundation/GestureState$Companion
3da44cd40ca28ed0   95 of 137   androidx/compose/ui/semantics/SemanticsProperties
f046ef544cbaa0ab   13 of  29   kotlinx/coroutines/internal/LockFreeTaskQueue
88cad675a986243a    4 of   8   androidx/compose/animation/core/TransitionState
36f421ceffc83bf4   19 of  39   androidx/compose/animation/SingleValueAnimationKt
34cd211cd4b1126d   45 of  74   androidx/work/Configuration
8a5887714d1b933d    2 of   2   org/totschnig/myexpenses/db2/FinTsAttribute$Companion
5fd4392d4714d2f6   34 of  70   org/totschnig/myexpenses/util/ColorUtils
08ec50505d65d6c4    7 of  25   androidx/compose/foundation/text/modifiers/LayoutCacheOperation
a3ac323489050b83    3 of   3   org/totschnig/myexpenses/di/CoroutineModule
9e049d1a2fac9f93    1 of   4   androidx/compose/runtime/external/kotlinx/collections/immutable/implementations/immutableList/UtilsKt
02bd870ec8765eef    2 of  41   kotlin/collections/builders/ListBuilderKt
4f8e5bbdfa0d7d12    1 of   2   kotlin/reflect/jvm/internal/KClassImpl$Data$$Lambda$20
d70fcb98bad01577   38 of  47   org/totschnig/myexpenses/fragment/OnboardingFragment
64e5e0069020a7f2   26 of 117   kotlinx/coroutines/internal/LockFreeTaskQueueCore
b71ad1c2604695af    8 of  34   androidx/compose/runtime/internal/PersistentCompositionLocalHashMap$Builder
b25a887517215e3d   20 of  33   kotlin/reflect/jvm/internal/impl/name/SpecialNames
c33028674e25d645    5 of   7   androidx/compose/ui/platform/AndroidUiDispatcher$Companion
87cad6fc4c7bae7a    7 of 108   androidx/compose/foundation/selection/ToggleableKt
f0d1000d6c36efd2   10 of  27   androidx/compose/ui/text/style/TextMotion$Linearity
49e70d8dbec40997    5 of   8   androidx/compose/ui/window/SecureFlagPolicy
c9c3c743490494bb    9 of  36   androidx/appcompat/widget/ViewUtils
7310a76cd3e1f4db    3 of   5   androidx/compose/ui/node/SortedSet
3bb83cfe195e0d52    8 of  14   androidx/lifecycle/DefaultLifecycleObserverAdapter
71e0a2e431d3919d    8 of  11   androidx/compose/material3/CheckboxKt$CheckboxImpl$checkCenterGravitationShiftFraction$1
d738b737ba162952   14 of  33   androidx/compose/ui/text/style/LineBreak$Strictness
8475ea39c32b7e2b    2 of   9   androidx/compose/foundation/layout/Arrangement$SpaceBetween$1
6cc5b23ef29eff2b    2 of   2   androidx/viewpager2/adapter/FragmentStateAdapter$FragmentMaxLifecycleEnforcer$3
14e5424540af0541    4 of  26   androidx/compose/foundation/layout/LayoutWeightElement
382d53bef8d2a00f   38 of 137   org/totschnig/myexpenses/dialog/NewDialogUtilsKt
cb3607a00e17f1ce    4 of  10   androidx/customview/poolingcontainer/PoolingContainerListenerHolder
8df2be369b4c1bd8    1 of  11   org/acra/file/Directory$ROOT
34e587f0c567c525    2 of   3   androidx/compose/ui/graphics/RectangleShapeKt
c4a14b1b5ec54226    1 of   7   androidx/emoji2/viewsintegration/EmojiEditTextHelper$HelperInternal
cb7f371ed227dd1b    1 of   2   okhttp3/Authenticator$Companion$AuthenticatorNone
76acfce23916c03a   11 of  56   kotlin/collections/SetsKt___SetsKt
37cb01c1d70b3263    2 of  10   androidx/compose/ui/platform/ViewTreeHostDefaultProvider
08e6a90773a54127    3 of   3   kotlinx/coroutines/flow/internal/NullSurrogateKt
2233790e930b9b5a    2 of  17   androidx/compose/ui/platform/AndroidComposeView$resendMotionEventRunnable$1
77f86023f6a0f215    1 of   3   androidx/concurrent/futures/CallbackToFutureAdapter$SafeFuture$1
71cb84655dd6db08    2 of   2   androidx/compose/runtime/ComposeRuntimeFlags
1011ccd86a3e6585   10 of  10   org/totschnig/myexpenses/widget/WidgetObserver$Companion
8534c32b1d1e4879   21 of  71   androidx/core/content/res/TypedArrayUtils
9e79c1a752799edd    1 of   3   androidx/lifecycle/ViewModelProvider$special$$inlined$Key$1
e4dc1e4f19a91046    6 of  14   androidx/core/view/ViewCompat$Api21Impl$1
78c8cb4b2804c8fa    1 of   1   kotlin/reflect/jvm/internal/ReflectProperties$Val$1
9c87ed2652a4b078   50 of  98   androidx/compose/material3/ColorSchemeKt$WhenMappings
e57a91b3af4f0807    1 of  14   androidx/room/TransactionElement
c8e1f4ba7b591481  170 of 510   androidx/constraintlayout/core/LinearSystem
5f547d2d86e4b719    1 of   1   androidx/compose/ui/text/android/style/LineHeightStyleSpan_androidKt
b13d0a18897721d5   13 of  95   org/totschnig/myexpenses/activity/ProtectedFragmentActivity
fccb03e3dbc19765    2 of   2   org/totschnig/myexpenses/retrofit/ExchangeRateSource$Calculation
5edf9bf97c390a91    9 of  38   androidx/fragment/app/FragmentHostCallback
82670fd064523a6a    3 of   6   androidx/appcompat/widget/ListPopupWindow$PopupDataSetObserver
d821d9b172370036    2 of   4   androidx/lifecycle/LifecycleRegistry$Companion
d2863ad7eaf4313c   15 of  61   androidx/lifecycle/viewmodel/internal/ViewModelImpl
acb6b2538fab22d4    5 of  26   androidx/compose/ui/unit/DensityWithConverter
03e1dcf81f4113c3    1 of  11   androidx/compose/ui/platform/TestTagElement
757c45bf1df4feab    6 of  30   kotlinx/coroutines/internal/Segment
d04cf88852e4e9bd    5 of  16   androidx/compose/runtime/collection/MutableVector$VectorListIterator
02b8c82697388e04    1 of  21   kotlinx/coroutines/Job
0e9c9b68aadf6c8e    6 of  10   androidx/work/WorkManager$Companion
293764db3eede0ae   51 of  53   androidx/compose/material3/tokens/ColorSchemeKeyTokens
a1058310f6c00767    2 of   3   androidx/work/impl/WorkDatabase
900ee92ea26d48ff    9 of  18   androidx/emoji2/viewsintegration/EmojiTextViewHelper$SkippingHelper19
419d0469f1742735    3 of   9   androidx/sqlite/db/SupportSQLiteOpenHelper$Configuration
c99ff2d1c9be6145    5 of  10   org/slf4j/helpers/SubstituteServiceProvider
eeae8d94faaaea26   18 of  20   androidx/compose/material3/tokens/ShapeKeyTokens
8a10cdc791a1c5c1    6 of  12   kotlinx/coroutines/flow/FlowKt__CollectKt$launchIn$1
d406b311f323c78c  130 of 184   androidx/compose/material3/tokens/PaletteTokens
c62b96a6fd563e62   17 of  53   kotlin/coroutines/CombinedContext
37e36a9beff72135   84 of 396   androidx/collection/MutableScatterSet
33f547aa55de523a    1 of   2   androidx/datastore/core/RunOnce$runIfNeeded$1
950ef88331980fa9    2 of 115   androidx/compose/runtime/composer/gapbuffer/SlotWriter$Companion
a5697a7fe0e6cc4d    3 of   6   kotlin/reflect/jvm/internal/KDeclarationContainerImpl$Data
77f4474518815bf1    7 of  10   androidx/compose/runtime/CompositionContext
4444283cab46d4f4    4 of   7   androidx/compose/ui/text/platform/EmojiCompatStatus
61b917a9d258d782    3 of   3   androidx/compose/ui/text/AndroidParagraph$paint$4
dfb81a53d5f0c3d0  112 of 226   androidx/compose/runtime/snapshots/SnapshotStateObserver
59af04b666f48820   16 of  82   org/acra/data/CrashReportDataFactory
dc696560dfd0350f    4 of   8   androidx/compose/ui/node/TailModifierNode
17a024a45f693fb4    2 of   2   androidx/compose/runtime/internal/AtomicAwaitersCount$Companion
bcd83e0ffeaa4fa7    1 of   1   androidx/tracing/EventMetadata
d25604289d18b8b9   46 of 190   androidx/appcompat/widget/AppCompatSpinner
be4c863c0e6865f9   24 of 125   androidx/compose/ui/platform/AndroidComposeView$Companion
6e48d27a6ac3c515    3 of   4   androidx/viewpager2/widget/ViewPager2$PagerSnapHelperImpl
4cba9ba825b54141   17 of  59   org/totschnig/myexpenses/activity/RestoreActivity
e1b545bf0280556d   41 of 175   androidx/room/RoomDatabase$Builder
f963c25cfeaf3678  129 of 129   kotlin/reflect/jvm/internal/impl/builtins/StandardNames$FqNames
a5e87d378ac161f4   12 of  22   androidx/work/impl/constraints/WorkConstraintsTrackerKt
794983043dfef45f    8 of  20   org/acra/config/MailSenderConfiguration
fe5d04b0b7c69ec7    2 of  11   androidx/activity/ViewTreeOnBackPressedDispatcherOwner
036ff6e894d5d2bd   15 of  22   androidx/lifecycle/ReportFragment$Companion
f20445d03ac59efe  413 of 1782   androidx/compose/runtime/GapComposer
649b2d3480cc7a92    4 of   4   org/acra/config/DialogConfigurationBuilder$special$$inlined$observable$3
2a9662302c0d1759    1 of   2   androidx/work/impl/utils/taskexecutor/TaskExecutor
9a848a16674fc429    2 of   3   kotlinx/coroutines/ChildContinuation
a07e0c85b5f38afc   21 of  22   kotlin/reflect/jvm/internal/impl/builtins/CompanionObjectMapping
257546fd18ba28ca    5 of  11   org/totschnig/myexpenses/preference/SimplePasswordPreference
ea7aac091bf74e7e   22 of  73   androidx/lifecycle/SavedStateViewModelFactory
bcf79b621dbbc9d2    1 of   6   com/google/android/material/internal/CheckableImageButton$1
cac83e63b9d7fe81   80 of 297   androidx/compose/foundation/text/modifiers/TextAnnotatedStringNode
b0fd3031cdbb5e88    5 of   5   org/totschnig/myexpenses/di/ConfigurationModule_ProvidesConfiguratorFactory
a90a4226920ccd20    2 of   4   androidx/compose/runtime/snapshots/SnapshotStateObserver$ObservedScopeMap$derivedStateObserver$1
40e6ce47d7068da4   70 of  96   androidx/core/content/res/ColorStateListInflaterCompat
de481d79c684d1b0    2 of   5   kotlin/Result$Companion
e7e0b42194a8b36c    8 of   9   androidx/room/util/DBUtil__DBUtil_androidKt$performBlocking$1$invokeSuspend$$inlined$internalPerform$1$1
3bb04fbdce780e79   16 of  35   org/totschnig/myexpenses/viewmodel/data/Currency
22cb19b518cd17a3    8 of  58   androidx/core/view/WindowInsetsCompat$Impl
39664674fdff36f9    9 of  24   kotlinx/coroutines/flow/FlowKt__ErrorsKt$retryWhen$$inlined$unsafeFlow$1
2c51c8570ee51efa    2 of  10   kotlin/random/AbstractPlatformRandom
f064fe2f596e233f    5 of  33   kotlinx/coroutines/flow/FlowKt__EmittersKt
62c1c068e5c31374   14 of  32   kotlin/collections/builders/SetBuilder
12253018c100f71b    2 of  11   org/totschnig/myexpenses/util/ICurrencyFormatter
0d2ac1eed1d5e936    8 of  30   org/acra/scheduler/SchedulerStarter
264dfbde467fcfc4    2 of   2   org/totschnig/myexpenses/util/tracking/Tracker$Companion
78dc8509c4f50d0a    2 of  13   ch/qos/logback/core/pattern/parser/FormattingNode
1ef121301c76579b   35 of 173   androidx/room/InvalidationTracker
06166bb7ea88d304    9 of  90   androidx/lifecycle/Lifecycling
687becf3144d04e8    3 of   4   ch/qos/logback/core/util/Loader$1
bc13b14a87637e0e    1 of   3   androidx/viewpager2/widget/ViewPager2$PageAwareAccessibilityProvider$1
5542dff1acc6b24d    1 of   2   kotlin/reflect/jvm/internal/KClassImpl$Data$$Lambda$11
a2d255c9a2302110    8 of  14   org/totschnig/myexpenses/viewmodel/OnBoardingDataViewModel
6183b297636b0443    3 of   3   androidx/compose/ui/graphics/drawscope/CanvasDrawScopeKt
7222fc36b6b10ce0   27 of  59   org/totschnig/myexpenses/util/CurrencyFormatter
67cad76ae53d21d8    1 of   9   androidx/work/impl/model/PreferenceDao_Impl$1
21cfc97f5f4b23be   75 of 292   androidx/appcompat/view/menu/MenuItemImpl
fa4e1d8961181298    2 of  30   kotlinx/coroutines/flow/FlowKt__TransformKt
f4044e259e7af01c    8 of  11   androidx/compose/ui/text/android/style/LetterSpacingSpanPx
142e284b58f990d6    3 of   3   org/totschnig/myexpenses/activity/RestoreActivity$special$$inlined$viewModels$default$2
2be00a6d0ccdd90b    2 of   2   okhttp3/logging/HttpLoggingInterceptor$Logger
4b5fd616e63acf3e    9 of  40   androidx/compose/ui/text/android/style/IndentationFixSpan_androidKt
9c2168c67cd89c71   24 of  32   com/rd/animation/type/SlideAnimation
d6ee579319c76ceb    5 of   5   org/totschnig/myexpenses/di/DataModule_ProvidePrefHandlerFactory
5faeec139ec41928    1 of   3   org/acra/file/Directory$FILES
5c636272ee568411    1 of   2   androidx/activity/result/ActivityResultLauncher
1ab81775e0977906    1 of   3   androidx/datastore/preferences/core/Preferences
e2fc7f3392e1bb4b    3 of   6   androidx/room/driver/SupportSQLitePooledConnection$SupportSQLiteTransactor
eb12a7642446bc59    3 of   3   androidx/compose/foundation/ComposeFoundationFlags
2e362bcdaab39b22   40 of  90   androidx/compose/runtime/Recomposer$recompositionRunner$2
a7ceebed44e81ca0    2 of   3   androidx/appcompat/content/res/AppCompatResources
ddb346fd689767b5   89 of 314   org/totschnig/myexpenses/ui/AmountInput
84a49ed73c87729b    2 of   2   androidx/compose/ui/graphics/colorspace/Lab$Companion
514340ce88a50d59   14 of  34   androidx/compose/animation/core/AnimationState
8569b9b679aef103   13 of  60   androidx/compose/foundation/layout/FlowLayoutBuildingBlocks
844d8de031430c9a   10 of  27   androidx/compose/foundation/selection/ToggleableNode
e2b1eb8b2e169355   12 of  40   androidx/compose/ui/graphics/Shadow
f000f5e63a44cbd9    3 of   4   androidx/compose/ui/text/android/CanvasCompatM
e3054c2ac65d9df2    1 of   8   org/totschnig/myexpenses/adapter/FontSizeAdapter
6f9f2b59a436f471    8 of  23   org/totschnig/myexpenses/model/CrStatus
20e4d6ee5bef7960    2 of   4   androidx/compose/ui/layout/RectRulersKt
295d8f01730961d3  126 of 596   androidx/compose/ui/node/NodeChain
1912bfea58d00aae    1 of   3   androidx/compose/foundation/layout/Arrangement$Bottom$1
cbb2ff458ea60ed6    1 of   5   androidx/compose/foundation/shape/CornerSizeKt$ZeroCornerSize$1
333940528cdc8b3f    2 of   5   kotlin/reflect/jvm/internal/LazyKMutableProperty1
c9fa197d1175b578    3 of   3   org/totschnig/myexpenses/activity/SyncBackendSetupActivity$special$$inlined$viewModels$default$2
a7b28102718a23b7    3 of  31   kotlin/collections/SetsKt__SetsKt
b10c33992472b268    3 of  12   androidx/viewpager2/widget/ViewPager2$LinearLayoutManagerImpl
4e6f9d6af27d75f7    1 of  16   androidx/compose/runtime/ParcelableSnapshotMutableState$Companion$CREATOR$1
65db1d7f2a64464f    2 of  42   androidx/compose/runtime/retain/LocalRetainedValuesStoreKt
e524de965730f817   38 of 127   kotlinx/coroutines/channels/BufferedChannel$BufferedChannelIterator
38dba32e51dbdeb8    3 of  24   androidx/core/os/BundleCompat
