[INFO] Loading exec file /home/ubuntu/test-jacoco/timemachine-test-code-coverage/results/smoke-redroid-api31/ReadYou-_0.16.2-rebuilt_/coverage.ec.
CLASS ID         HITS/PROBES   CLASS NAME
06d9784b7f595076   27 of 472   androidx/collection/ObjectFloatMap
b938fedd62e034b8    1 of  66   org/jsoup/parser/HtmlTreeBuilderState$16
a9ffe937d0ae21a6    2 of   4   androidx/compose/runtime/MonotonicFrameClock
c75a669c4628762e    4 of  26   androidx/compose/foundation/layout/UnspecifiedConstraintsElement
54d4b169aa10de6f    1 of   1   kotlinx/coroutines/flow/SharingStarted
6e775e3467c42645    4 of   4   androidx/compose/foundation/lazy/layout/StickyItemsPlacement$Companion
a7f667f7f61fa7dd   11 of  12   kotlinx/coroutines/flow/internal/ChannelFlowTransformLatest$flowCollect$3$1$2
29da04db2c7610b4    2 of   4   androidx/compose/ui/node/ComposeUiNode$Companion$SetDensity$1
1ec6b0e540963f72    5 of   7   androidx/work/impl/model/WorkTagDao
2b23e81f0b3b39c0   12 of  54   androidx/work/Constraints$Builder
2b0112232f2027c5   10 of  16   androidx/compose/material3/FloatingActionButtonElevation$animateElevation$1$1
16637bcd8ef21292   26 of  52   kotlinx/coroutines/flow/StateFlowSlot
ab5847472d407090   83 of 190   androidx/compose/animation/core/Transition$TransitionAnimationState
6291d75e509ed481   17 of  28   androidx/compose/runtime/SnapshotStateKt
df971add4e637af9    9 of  90   androidx/lifecycle/Lifecycling
03a37df3fa09358a    5 of  23   androidx/compose/ui/text/platform/URLSpanCache
4cfb41abae31b2b7    6 of  21   kotlinx/coroutines/Job$DefaultImpls
b301aac85783bf9c    7 of  23   androidx/collection/internal/LruHashMap
d163627538c45a0b    6 of  10   me/ash/reader/infrastructure/preference/CustomPrimaryColorPreference
4a02a745dcb1602a    1 of   1   androidx/lifecycle/LifecycleRegistry_androidKt
7444cfee935bb92f    2 of  27   androidx/compose/foundation/gestures/ScrollableNestedScrollConnection
ef00733e9051fdb0    1 of  13   androidx/work/impl/UnfinishedWorkListenerKt$maybeLaunchUnfinishedWorkListener$1
67d0fc5de38709ea   28 of  65   androidx/compose/runtime/snapshots/SnapshotDoubleIndexHeap
3a9fff5d1b856fa7    4 of   8   androidx/compose/ui/Modifier$Companion
319eb7ed89d9be4a    3 of   5   androidx/compose/ui/FrameRateCategory$Companion
72f3c7642d4d093b   10 of  16   me/ash/reader/infrastructure/preference/ReadingRendererPreference$Companion
7eca230ac89cc4bd    2 of   2   androidx/compose/ui/draganddrop/DragAndDropNode$Companion
815f6e0c2e2f909d    3 of   3   androidx/compose/ui/text/TextRange$Companion
a519469689f47b99    1 of   9   org/jsoup/parser/TokeniserState$12
6d5c3635711f7b92    4 of   4   androidx/compose/foundation/ImageKt$Image$1$1
a2adfe6e0f8722a1    1 of   5   androidx/compose/runtime/ParcelableSnapshotMutableIntState$Companion$CREATOR$1
69ccd07bf1367964    6 of  12   androidx/compose/material/ripple/RippleNode$onAttach$1
4142ac21e47a78ff   45 of  47   com/caverock/androidsvg/SVGParser$SVGElem
58b0c02151d918ae    3 of   5   com/caverock/androidsvg/SVG$Style$TextDirection
aa23a8e77b42486e    2 of   2   androidx/work/impl/model/WorkSpecDao_Impl$13
4a581677b9a35464   22 of  59   androidx/compose/ui/unit/fontscaling/FontScaleConverterFactory
a7b119212a37254e    2 of   4   me/ash/reader/infrastructure/preference/OpenLinkSpecificBrowserPreferenceKt
c27088ac2bdf70ea    2 of   5   androidx/compose/ui/platform/ViewLayer$Companion$getMatrix$1
d8d41a13bd1a8e37    2 of   2   androidx/activity/ComponentActivity$Companion
9682a8a6ead8c516   26 of 103   androidx/compose/runtime/saveable/SaveableStateRegistryImpl
63f8a325e05e3168   30 of  87   okhttp3/internal/idn/IdnaMappingTable
6e8dd9f078c53e54    2 of   4   kotlinx/coroutines/flow/internal/NoOpContinuation
bb6413c3a85f3115    1 of   2   kotlinx/coroutines/flow/FlowKt__LimitKt$takeWhile$lambda$6$$inlined$collectWhile$1$1
2f9d7e792a012a0a   17 of  42   androidx/activity/OnBackPressedDispatcher
6ed12d9ccdec7f50    2 of   8   me/ash/reader/infrastructure/preference/FlowArticleListTimePreferenceKt
818194aaf24a5699    1 of   2   me/ash/reader/ui/page/settings/troubleshooting/TroubleshootingViewModel_HiltModules$KeyModule
4090682afc1a655a    9 of  15   androidx/datastore/preferences/protobuf/FieldType$1
671fd1bd323db563    5 of  14   me/ash/reader/infrastructure/preference/ReadingRendererPreference
58950b8cc42866cd    9 of 199   androidx/compose/foundation/gestures/ContentInViewNode
6eb151b7a000cd07   30 of  74   com/rometools/rome/io/WireFeedInput
873a7d840fdee763    9 of  20   androidx/compose/foundation/layout/InsetsPaddingValues
1758340063f192ad    2 of   2   androidx/room/TransactionElement$Key
8c6d8c7d69cbdbde    3 of   5   com/google/gson/internal/bind/TypeAdapters$34
55449cb17266e996   43 of  45   androidx/compose/material/icons/rounded/StarOutlineKt
51d9df9a50cb8c8e    3 of   5   androidx/datastore/preferences/protobuf/Writer$FieldOrder
10b9c2cd1c699c1b   15 of  26   dagger/hilt/android/internal/lifecycle/HiltViewModelFactory$2
fca85eaf4551b550    2 of  14   androidx/compose/foundation/layout/ColumnScopeInstance
32db5562ea145fa5    4 of  10   kotlinx/serialization/internal/CharSerializer
f11995ba7bdf8d75    2 of   2   androidx/compose/foundation/layout/WindowInsets$Companion
77a872f48218b54e    1 of   3   coil/fetch/ByteBufferFetcher$Factory
8f3a0c893343e2fb    4 of  63   kotlin/ResultKt
1af36b421b96d82c    9 of  28   androidx/compose/ui/text/font/FontLoadingStrategy
c95abc6024e2e3c8    2 of   2   me/ash/reader/infrastructure/preference/FlowFilterBarStylePreference$IconLabel
6bd8a5d94c0db01e   27 of  44   androidx/work/impl/WorkManagerImplExtKt
44f2625ed810eca8    2 of   7   me/ash/reader/infrastructure/preference/FlowArticleReadIndicatorPreference$ExcludingStarred
806d48d28bea9141    1 of   2   androidx/datastore/core/okio/OkioStorageConnection$writeScope$1
0a151fd0ef9ea84e    2 of   2   androidx/work/impl/model/WorkSpecDao_Impl$4
30199f8da62f7bad    4 of   6   okhttp3/internal/connection/ConnectPlan$WhenMappings
f08970e41d8eaffb    2 of   2   kotlinx/serialization/descriptors/SerialKind$CONTEXTUAL
38e74c1f432005c2    2 of   5   com/google/gson/internal/sql/SqlTimestampTypeAdapter$1
b02228603d0bf755   32 of  62   androidx/compose/material3/TypographyKt$WhenMappings
43cd3ba22a8e20fc   10 of  16   androidx/datastore/preferences/core/PreferencesKeys
0d625fd03b0bfba4   10 of  56   androidx/collection/ScatterMapKt
be726b77baf7fded   14 of  22   androidx/room/TriggerBasedInvalidationTracker$syncTriggers$2$1$1
10de51564046d3d1   13 of  25   org/jsoup/nodes/Entities$EscapeMode
d6066d4912521b02    2 of   2   androidx/compose/runtime/ForgottenCoroutineScopeException
1efb6284dd55330a   40 of 215   kotlinx/serialization/internal/PlatformKt
55a7e4ae85c206eb   16 of  20   okhttp3/internal/http2/ErrorCode
65cb9cb61c8777d9   45 of 129   androidx/datastore/preferences/protobuf/CodedOutputStream$OutputStreamEncoder
1333a9d8f3a1db6e   53 of 109   okhttp3/internal/http2/Hpack$Reader
ca72b658dabc14b0  270 of 450   androidx/compose/runtime/snapshots/SnapshotKt
9a2044c0e5edc925    2 of  11   kotlinx/coroutines/internal/LockFreeLinkedListHead
a10c615ef024e25f    8 of  13   androidx/compose/runtime/snapshots/SnapshotIdArrayBuilder
35517b96ea71b69c    3 of   4   androidx/compose/ui/layout/AlignmentLine
612ef605c738023f    6 of   9   androidx/datastore/core/AtomicInt
a8f325afe847b735    1 of  13   org/jsoup/parser/TokeniserState$62
45fab3b5627cc603    4 of 169   androidx/emoji2/text/EmojiCompat
e4b528cc533ead76   72 of 327   okio/internal/-Path
2176e3e58cb79c1c    7 of  27   androidx/compose/ui/graphics/StrokeJoin
8ba42f72080edee2  211 of 658   androidx/compose/animation/AnimatedVisibilityKt
8ae5707641a7e90f   17 of  20   kotlin/text/MatcherMatchResult
bdf0199154eb82ca   18 of 209   kotlin/jvm/internal/TypeIntrinsics
c665f3b548f42f63    3 of   3   me/ash/reader/domain/repository/GroupDao_Impl$Companion
fe513c6643dbf3bd   76 of 161   androidx/compose/ui/node/LayoutNodeDrawScope
74d54c4f932759ec    4 of   8   androidx/compose/ui/layout/ValueInsets_androidKt
19d147aeff2cb302    8 of   8   androidx/compose/animation/AnimatedEnterExitMeasurePolicy$measure$1
6d206a2bc243571b    5 of   7   androidx/activity/compose/LocalActivityKt
0dd27a66c9970c70   38 of  77   okio/AsyncTimeout
357f5fe101b9f973    5 of   9   me/ash/reader/infrastructure/preference/ReadingAutoHideToolbarPreference
a9d36347691851d8    2 of   2   net/dankito/readability4j/model/ReadabilityOptions$Companion
fb8894443cc9215d    4 of   4   androidx/work/impl/model/WorkTag
1cac053c8dd4e625    9 of  46   androidx/compose/material3/ShapesKt
98eb643fc0ef8e58    8 of  59   androidx/datastore/preferences/protobuf/GeneratedMessageLite$Builder
866c4d439f39e675   16 of  26   coil/intercept/EngineInterceptor$intercept$2
ed64b53d54915ead   13 of  50   kotlin/collections/EmptyList
ef9cafba78910ad0   26 of 159   androidx/compose/ui/graphics/OutlineKt
c1f04b64c9c19138    5 of   6   androidx/datastore/core/Message$Update
1089cac5702af80b    2 of  12   androidx/compose/foundation/ComposeFoundationFlags
354fafb117483fdb    3 of  38   org/slf4j/helpers/BasicMDCAdapter
4b0f847ada232739    2 of   7   androidx/compose/foundation/lazy/LazyListStateKt$EmptyLazyListMeasureResult$1
c13e06d8888f1d19    5 of  50   androidx/work/impl/utils/PreferenceUtils
dc6a5745f3e00abe    8 of  10   androidx/compose/ui/graphics/colorspace/Adaptation
fc90532a5ed1631e   10 of  14   androidx/compose/animation/EnterExitTransitionKt$createGraphicsLayerBlock$1$1$block$1
42e24c9d17b6eb48    3 of   3   androidx/datastore/core/DataStoreImpl$storageConnectionDelegate$1
b102c2ee91ef1085    5 of   5   androidx/work/impl/WorkerUpdater$enqueueUniquelyNamedPeriodic$1$enqueueNew$1
87ef8accb559aafd    2 of   4   androidx/compose/ui/node/ComposeUiNode$Companion$SetViewConfiguration$1
2bff2a83934360b7    1 of   5   me/ash/reader/infrastructure/di/CoroutineDispatcherModule_ProvideDefaultDispatcherFactory
c7709dec5dc455d0    2 of   2   kotlinx/serialization/descriptors/StructureKind$OBJECT
c7bc2d8d6a2df297    1 of   2   androidx/room/TriggerBasedInvalidationTracker$createFlow$1$2$emit$1
344bf09c3375652f    4 of  17   androidx/compose/material3/internal/ChildSemanticsNodeElement
bcb13a11bfaf8b80    2 of   2   me/ash/reader/infrastructure/preference/FlowFilterBarStylePreference$IconLabelOnlySelected
82b1eb107b7d6053    2 of   2   androidx/datastore/core/DataStoreImpl$Companion
2b2126442d46d2b3    1 of   1   com/caverock/androidsvg/SVG$SvgViewBoxContainer
e2e458cd173f3f84    6 of  10   me/ash/reader/infrastructure/preference/NewVersionDownloadUrlPreference
d402c9fc6e00e16d    5 of   7   androidx/compose/runtime/external/kotlinx/collections/immutable/implementations/immutableMap/TrieNode$ModificationResult
b9088564ca9c0465    1 of   2   kotlinx/coroutines/flow/FlowKt__EmittersKt$onStart$$inlined$unsafeFlow$1$1
898790d797865c40    7 of  20   androidx/compose/animation/core/VectorizedSpringSpec
e96fd5c245bceb8e  103 of 140   androidx/lifecycle/LifecycleRegistry
a6701e3e1245f894   14 of  14   androidx/compose/ui/graphics/drawscope/CanvasDrawScope$drawContext$1
36906db012b7bb36    8 of  28   kotlin/collections/EmptySet
12dc5fac687357a2    1 of   7   androidx/work/impl/WorkDatabase_AutoMigration_13_14_Impl
40d829107d3a6650    3 of  82   androidx/compose/runtime/snapshots/SnapshotWeakSet
e6032930c55378c3    2 of  18   kotlinx/serialization/internal/CharArraySerializer
50cab36a15372433    2 of   7   me/ash/reader/infrastructure/preference/LanguagesPreference$German
3b4672654935d2b1   38 of  63   androidx/work/impl/model/SystemIdInfoDao_Impl
1bf6d3a802987861    9 of 162   androidx/datastore/preferences/protobuf/UnknownFieldSetLite
92a0e02f3f2edf06  176 of 980   androidx/compose/animation/core/TransitionKt
dc85a5adf6e19d60   29 of  76   okhttp3/internal/cache/DiskLruCache$Entry
0e8e2fb915a3263e    3 of   3   me/ash/reader/domain/repository/AccountDao_Impl$Companion
758c544fb28f01e7    3 of  15   kotlin/io/CloseableKt
55027e4d24261dc2    7 of  17   androidx/activity/SystemBarStyle
05ca8b512f17d320   24 of  29   androidx/compose/ui/layout/WindowInsetsRulers$Companion
8b8801a571e3c962    5 of   8   androidx/window/core/VerificationMode
18b648aba4ef865f    2 of  69   kotlin/time/Duration$Companion
c92bf4d4d7a438f5   21 of  22   me/ash/reader/infrastructure/di/ImageLoaderModule
ddd5cb501601722a    5 of   7   androidx/compose/ui/graphics/AndroidCanvas_androidKt
dea2ae88a9032b87    2 of  30   androidx/compose/ui/platform/IndirectPointerNavigationGestureDetector$gestureDetector$1
9bec14363f20c255   12 of 678   okio/internal/-ByteString
80990dff1a5a0593    2 of   7   com/rometools/rome/io/WireFeedInput$EmptyEntityResolver
be36d96fb146a4af    7 of  30   androidx/compose/ui/graphics/vector/PathNode$RelativeReflectiveCurveTo
a91b0376f74e8f93   48 of  80   me/ash/reader/ui/theme/palette/colorspace/rgb/RgbColorSpace
183371b194dfcfec   20 of  21   androidx/savedstate/serialization/SavedStateCodecUtilsKt
3df7af1ccb7cab25    2 of   2   androidx/compose/runtime/internal/SnapshotThreadLocalKt
7a64c3a789da42ac    2 of  20   com/google/gson/TypeAdapter
9fc10f7953deb1d3    8 of  19   androidx/compose/ui/text/style/TextAlign$Companion
655a9efa7759fe4f    2 of   3   androidx/compose/ui/platform/WindowRecomposer_androidKt$getAnimationScaleFlowFor$1$1$contentObserver$1
ec4ceba6ee1d1b40   32 of  40   me/ash/reader/domain/repository/AccountDao_Impl$1
67a77a3f9d755255    2 of   3   me/ash/reader/infrastructure/preference/FlowTopBarTonalElevationPreferenceKt
7b460149d53cfd8b    1 of  39   org/jsoup/parser/HtmlTreeBuilderState$15
c9a9cc0bd268a573    2 of   7   me/ash/reader/infrastructure/preference/LanguagesPreference$Serbian
2f432ee59550664f    2 of   4   androidx/compose/ui/platform/CompositionLocalsKt$LocalAutofill$1
7836d5fe74910be3    4 of   6   androidx/compose/runtime/DisposableEffectImpl
221a1c8896e51acc    9 of  22   kotlinx/coroutines/BuildersKt__BuildersKt
3153caf4e850014a    2 of   2   kotlinx/serialization/descriptors/StructureKind$LIST
4348676cc4b09255   14 of  14   androidx/compose/animation/core/AnimationVectorsKt
6758ea63e444dbbd    2 of  23   androidx/datastore/preferences/protobuf/UnknownFieldSchema
966fc3430e5689b9    3 of  13   androidx/compose/runtime/MonotonicFrameClockKt
98c2fe161c1b080b    6 of  11   androidx/compose/ui/node/ComposeUiNode$Companion$ApplyOnDeactivatedNodeAssertion$1
57443e742109bafd   10 of  22   androidx/compose/ui/graphics/layer/CompositingStrategy
88860120b69b6dfb    8 of 416   androidx/collection/IntSet
3eb6b7e680413bd6    7 of  38   org/jsoup/select/Selector
93624e6439d3d61b    2 of  28   androidx/compose/foundation/lazy/LazyListState$prefetchScope$1
c80fc8532bbb7937    3 of   9   kotlinx/coroutines/CancelledContinuation
b4c7c9e41193de64    1 of   6   coil/key/UriKeyer
22fa18b765c16d58    1 of 163   androidx/window/layout/adapter/sidecar/SidecarCompat
ec4a01a57bc264f8    2 of   2   kotlinx/coroutines/selects/SelectImplementation$doSelectSuspend$1
8163c93b7a1d809f   24 of  58   kotlin/jvm/internal/ClassReference
846577a8f23ef329   19 of  61   org/jsoup/nodes/TextNode
7169337b600a90c4   25 of  48   okio/Segment
7035feb4e4e818b7    2 of   3   kotlinx/coroutines/flow/internal/SafeCollectorKt
6120c23f1960e8a1    2 of 182   androidx/fragment/app/FragmentLifecycleCallbacksDispatcher
6906f232cc0d65e6    3 of   9   androidx/compose/ui/input/pointer/PointerEventType$Companion
4174e6c84bb35eed    1 of   3   androidx/compose/ui/graphics/colorspace/Rgb$oetf$1
ff135b59458bf323    2 of   3   me/ash/reader/infrastructure/preference/InitialFilterPreferenceKt
52bc0ff2970318af    4 of  66   com/rometools/modules/content/io/ContentModuleParser
d234742a4efb9a06    4 of   4   coil/compose/AsyncImagePainter$Companion$DefaultTransform$1
89a5dab872db5322    8 of  12   me/ash/reader/infrastructure/preference/ReadingTextBoldPreference$Companion
189bafe34581001d   10 of  19   androidx/compose/material3/tokens/ButtonXSmallTokens
8c44651ea6f9fd46    7 of 105   androidx/core/graphics/TypefaceCompatApi29Impl
3d00d608f71c6ef3    8 of  11   androidx/lifecycle/LifecycleRegistry$ObserverWithState
ecda97a83bf7926c    5 of  15   me/ash/reader/infrastructure/preference/FlowFilterBarStylePreference
fcfdd78eb66d4ff7    5 of  14   me/ash/reader/infrastructure/preference/ReadingPageTonalElevationPreference
664593cfe1d8e6bb    1 of   1   kotlinx/coroutines/CoroutineExceptionHandler
7c4e8aa60e210a23    1 of   1   androidx/compose/ui/semantics/SemanticsConfigurationKt
67de9867bb38b66a    4 of   6   com/caverock/androidsvg/SVG$Style$TextAnchor
9c7f036af8eb3510    2 of   3   kotlinx/coroutines/flow/internal/FlowCoroutine
3fea01ccbb463793    7 of  26   kotlinx/serialization/descriptors/ContextDescriptor
afeaf503ab80439c    2 of   2   kotlinx/serialization/descriptors/PrimitiveKind$CHAR
4d816ddc4ae4d840    4 of   6   androidx/compose/ui/text/TextStyleKt$WhenMappings
81fe1e8442106f95    5 of   8   androidx/compose/ui/layout/WindowInsetsRulersImpl
c498c2365cba48eb    6 of  10   androidx/compose/ui/node/DepthSortedSetsForDifferentPasses$WhenMappings
86df0af211520e7c    2 of  11   okio/internal/ResourceFileSystem$Companion
7d4111f4a0c1df77    4 of   5   androidx/compose/ui/text/style/LineHeightStyle$Mode$Companion
69cca27d2a60b2d7    6 of  22   androidx/compose/ui/graphics/colorspace/Connector$Companion
ea056f72c2f87488    1 of   2   androidx/work/impl/model/WorkTagDao_Impl$2
5b424815cff3efa8    4 of   7   org/jsoup/nodes/Entities$CoreCharset
d91733636174980d    2 of  41   kotlin/collections/builders/ListBuilderKt
0a1a744cced4038c    8 of  18   kotlinx/coroutines/flow/FlowKt__ShareKt$launchSharing$1$2
0a828996e9bd99bb    1 of   7   androidx/compose/ui/layout/ContentScale$Companion$FillWidth$1
02843d668afbe60a   54 of 135   coil/request/DefaultRequestOptions
4f400f4b6616b508    5 of  18   me/ash/reader/infrastructure/preference/FeedsTopBarTonalElevationPreference
fa44ad4087c643d5    3 of  25   androidx/core/view/WindowInsetsAnimationCompat
e326c71b19e4cec1    2 of   2   me/ash/reader/infrastructure/preference/FlowArticleListDateStickyHeaderPreference$OFF
9678457b5cfd7ce6    9 of  88   androidx/lifecycle/internal/SavedStateHandleImpl
44476a7261ddbcf1    6 of  17   androidx/compose/runtime/DynamicValueHolder
ea520c43a33c9637    3 of  29   com/rometools/modules/feedpress/io/FeedpressParser
8b3322dac1c81b3d    3 of  32   me/ash/reader/infrastructure/android/AndroidImageDownloader
1e1fce460284c1c0   10 of  12   kotlinx/coroutines/flow/internal/ChannelFlowOperatorImpl
ab234f44bc8e0bf7    2 of   4   androidx/compose/ui/unit/DpOffset$Companion
3dcbf17ee86fb7c4    2 of  48   androidx/collection/ObjectFloatMapKt
9f1ca8b1a0fe244d    4 of  31   androidx/compose/ui/geometry/OffsetKt
758657c11d972cf2    1 of   4   androidx/core/view/accessibility/AccessibilityNodeProviderCompat$AccessibilityNodeProviderApi26
341b1c213fd384cd    5 of  17   dagger/hilt/android/internal/managers/SavedStateHandleHolder
4919dd1cc617a13f    5 of   9   androidx/compose/ui/platform/DerivedSize$Companion
e946989c279d8569    7 of  11   androidx/compose/ui/node/MeasurePassDelegate$WhenMappings
52ce097c111e3983    6 of  30   androidx/datastore/preferences/PreferencesProto$PreferenceMap$Builder
738614104a05fea1   20 of  35   androidx/work/impl/model/WorkTypeConverters$WhenMappings
34ae2bedd0d6bca6    6 of  12   me/ash/reader/ui/page/home/feeds/subscribe/SubscribeViewModel$2
1d49908cee2510d4    2 of   2   kotlinx/coroutines/ExecutorCoroutineDispatcher
00551fdacb88a733    4 of   4   androidx/compose/animation/AnimatedContentKt$AnimatedContent$6$1$5$1$1
2702192039017415    3 of   4   androidx/datastore/preferences/PreferencesProto$PreferenceMap$PreferencesDefaultEntryHolder
8bafb2984f6fc56e    2 of  35   androidx/compose/ui/input/pointer/PointerInputChangeEventProducer
54ef00ab5ebb39c8    1 of   2   org/jsoup/parser/TokeniserState$28
c9366a30cb97dba9    8 of  12   kotlinx/coroutines/flow/internal/FlowCoroutineKt$scopedFlow$1$1
26386d56eb91f3c1   10 of  61   kotlinx/coroutines/android/HandlerDispatcherKt
a3ce20e640f290e5   31 of  47   me/ash/reader/infrastructure/di/OkHttpClientModuleKt
ab23114aa5e98cbf    5 of  56   androidx/appcompat/widget/VectorEnabledTintResources
1eeeb43b8d20b4b5   43 of 130   androidx/work/Constraints
3795221d78109ed9    1 of   2   me/ash/reader/domain/data/DiffMapHolder$syncDiffsWithRemote$1
47f7d677b2aa5069   28 of 172   kotlinx/coroutines/flow/FlowKt__ReduceKt
216a537bcc5a0d08    2 of   4   androidx/compose/ui/platform/CompositionLocalsKt$LocalFocusManager$1
e302522315d637b4   14 of 213   androidx/compose/runtime/ComposablesKt
289ff64427010a9e   17 of  31   androidx/compose/animation/core/SpringSpec
526464ac9c7619f5    2 of   2   me/ash/reader/infrastructure/preference/BasicFontsPreference$GoogleSans
d286b9a67e8de6e1    2 of   4   androidx/compose/ui/semantics/SemanticsProperties$ContentType$1
5c6a749773ffc84c    2 of   5   androidx/work/impl/Migration_4_5
cb3607a00e17f1ce    4 of  10   androidx/customview/poolingcontainer/PoolingContainerListenerHolder
6ffdfbd5adff4a98    2 of   5   androidx/navigation3/scene/Scene
4e95c51da2ceda16    1 of   2   androidx/datastore/core/okio/OkioReadScope$readData$1
42339e0eae054168    3 of   4   me/ash/reader/domain/data/DiffMapHolder$syncOnChange$1$1
7cb97189d2e86c8b    4 of   6   androidx/compose/material3/internal/SystemBarsDefaultInsets_androidKt
213622fd7be64b79    5 of   8   me/ash/reader/domain/data/DiffMapHolder$commitOnChange$1$1
7523260b23640319    1 of   3   okio/internal/ResourceFileSystem$roots$2
2cb93b73e16645f9    2 of   3   coil/size/Dimension$Undefined
9caad32561da9d0d    1 of 175   androidx/work/impl/model/RawWorkInfoDao_Impl
5ba8f4a14a2fd67f    9 of 214   kotlin/io/FilesKt__UtilsKt
b9d7b4dad89ba6ca  118 of 214   androidx/compose/runtime/changelist/ChangeList
adb1ece457bc05b6   10 of  15   androidx/room/driver/SupportSQLiteStatement$SupportAndroidSQLiteStatement$ensureCursor$1
bb3727bb287ca792    2 of   3   me/ash/reader/infrastructure/preference/ReadingTextAlignPreferenceKt
e660eac6620fddca    4 of  17   androidx/work/impl/constraints/NetworkRequestConstraintController
9349c3d4583a9bc2    1 of  12   androidx/compose/foundation/gestures/ScrollableNode$setScrollSemanticsActions$2
62724709f64de051  152 of 245   androidx/compose/runtime/SlotReader
b28c189e6a9953ec    3 of   4   androidx/compose/ui/text/intl/AndroidPlatformLocale_androidKt
18e07ea2f183c4a9    2 of  15   androidx/compose/ui/unit/fontscaling/FontScaleConverterTable$Companion
b2229a40f7d36cd8   17 of 123   androidx/compose/ui/graphics/AndroidPath
d6b03b548ec5304b    2 of   4   androidx/compose/ui/node/BackwardsCompatNodeKt$updateModifierLocalConsumer$1
eac46d6195c18109    3 of   5   kotlinx/serialization/modules/ContextualProvider$WithTypeArguments
77f86023f6a0f215    1 of   3   androidx/concurrent/futures/CallbackToFutureAdapter$SafeFuture$1
1afb9b9a0a14f804    7 of  36   androidx/appcompat/widget/ViewUtils
ee71ed745d02cd75   14 of  51   me/ash/reader/domain/service/WidgetUpdateWorker
bb5099230d8e3c8a   34 of  81   okhttp3/internal/connection/Exchange
4223c8bb671e7efa    5 of  22   coil/Coil
fb2bfde8aac91f77   43 of 150   okhttp3/internal/connection/RealConnectionPool
c75bfd468ff8e698    5 of  22   coil/util/-HardwareBitmaps
ca8277120ffc61e8    2 of   7   me/ash/reader/infrastructure/preference/MarkAsReadOnScrollPreference$OFF
959cab36e6b22b9c    5 of   5   androidx/compose/ui/platform/WindowRecomposerFactory$Companion
284004fe8591baa9    3 of   3   androidx/sqlite/db/framework/FrameworkSQLiteOpenHelperFactory
af26c4362f37d7a0    6 of  15   androidx/compose/ui/graphics/Outline$Rounded
68730e3b7b7e4eb1    3 of   3   androidx/compose/ui/platform/Api30Impl
2897cc619bc20cbd    1 of   7   kotlinx/coroutines/AwaitAll$DisposeHandlersOnCancel
57304e0aaa21e091    2 of  11   androidx/activity/ViewTreeFullyDrawnReporterOwner
1e7f26c56dede6db   48 of 1082   kotlin/collections/ArraysKt___ArraysJvmKt
5ec449b2f064149c    2 of  29   androidx/fragment/app/FragmentFactory
c58fa7e841693081    1 of   2   org/jsoup/parser/TokeniserState$19
374496f31587e7a0    7 of  17   androidx/compose/foundation/layout/InsetsValues
725c572905bab35e    3 of  17   me/ash/reader/infrastructure/android/AndroidStringsHelper
a31b1b81e35e2855   13 of  48   androidx/glance/appwidget/GlanceAppWidgetKt
4a5fc5dff879e46b   19 of 169   androidx/appcompat/app/AppCompatViewInflater
1042b7080cedd835    6 of  30   kotlinx/serialization/json/Json
fd12c3d118501507    2 of   8   androidx/lifecycle/viewmodel/compose/ViewModelKt
b34a619862c68381    2 of   4   androidx/compose/foundation/layout/Arrangement$Vertical
5e9844235aa79384    9 of 143   androidx/window/layout/SafeWindowLayoutComponentProvider
e7718f2b78a20365    3 of  21   kotlinx/coroutines/NodeList
ec64daadf5023055   11 of  12   kotlin/coroutines/CoroutineContext$DefaultImpls
76a908fc0b94465f    2 of   6   androidx/activity/result/contract/ActivityResultContracts$StartActivityForResult
b48f40723f7a5819   42 of 162   androidx/compose/ui/graphics/colorspace/Rgb
63acb07a26596611   86 of  87   com/caverock/androidsvg/SVGParser$SVGAttr
0d8d981ba99aef92   27 of 157   okhttp3/internal/http/RetryAndFollowUpInterceptor
a0064a7b054a9ca8    2 of   4   androidx/compose/ui/graphics/AndroidColorSpace_androidKt
c376bee39a989492    2 of   2   androidx/glance/appwidget/GlanceAppWidgetKt$updateAll$1
8a9cc9b709b83933    2 of   2   me/ash/reader/infrastructure/preference/ReadingTitleUpperCasePreference$ON
bfae58471d9049d9   21 of  56   androidx/compose/foundation/layout/PaddingValuesImpl
db804f84dbe03c44    3 of   4   androidx/compose/ui/platform/AndroidComposeViewTranslationCallbackS
59a08c4099edffac    1 of  15   org/jsoup/parser/TokeniserState$55
e95bbdf54b63ec6f    8 of  20   me/ash/reader/ui/ext/DataStoreExtKt$put$2$1
0dc0b77f5f221638    5 of   5   androidx/datastore/preferences/PreferenceDataStoreDelegateKt$preferencesDataStore$1
5b5692d305203f03   17 of  36   androidx/room/util/DBUtil__DBUtil_androidKt$performInTransactionSuspending$2$invokeSuspend$$inlined$internalPerform$1
1aa00064ee4fa72c    3 of   9   net/dankito/readability4j/processor/ArticleGrabber$Companion
423ee85b2ef7573b    5 of  19   androidx/compose/ui/semantics/ClearAndSetSemanticsElement
41c68fc8e1445ce1    3 of   3   androidx/compose/runtime/external/kotlinx/collections/immutable/implementations/persistentOrderedSet/PersistentOrderedSet$Companion
86f74a240d24d25c    5 of  15   androidx/compose/ui/platform/IndirectPointerNavigationGestureDetector
3180bd0c2b21541d    1 of  15   androidx/core/view/accessibility/AccessibilityNodeProviderCompat$AccessibilityNodeProviderApi19
