[INFO] Loading exec file /home/ubuntu/test-jacoco/timemachine-test-code-coverage/results/smoke-redroid-api31/Droid-ify-_v0.7.6-rebuilt_/coverage.ec.
CLASS ID         HITS/PROBES   CLASS NAME
0afcb6c15907a2d5   27 of  59   okhttp3/internal/platform/android/AndroidLog
99dbb8078b935dbe   19 of  26   kotlin/text/LinesIterator
da696fa5c7a86596   45 of 543   androidx/datastore/preferences/protobuf/CodedInputStreamReader
fb5f22d535384b4a    2 of   2   androidx/recyclerview/widget/LinearLayoutManager$LayoutChunkResult
cfecb7047116ae04    1 of   1   androidx/lifecycle/SavedStateHandleSupport$special$$inlined$Key$2
d9852bd716ea8345    6 of   6   com/looker/droidify/utility/common/extension/ViewKt$firstItemPosition$1$listener$1
af79985d608f6054   26 of  51   kotlinx/coroutines/android/HandlerContext
2fe7094555e424b9    1 of   2   androidx/datastore/preferences/PreferencesMapCompat
c6158f7552c24c5d    1 of   1   kotlinx/coroutines/sync/SemaphoreImpl
7eecb02f69998f5a   69 of 128   androidx/core/view/accessibility/AccessibilityNodeInfoCompat$AccessibilityActionCompat
6dc1f8a76fa7b2c3    9 of  14   androidx/fragment/app/strictmode/FragmentStrictMode$Policy
883ce2c85f6c4d9d   23 of  30   androidx/constraintlayout/core/widgets/Optimizer
552ac92e3004b407    2 of  34   androidx/activity/ComponentActivity$ReportFullyDrawnExecutorImpl
d31f4fa6f3cdc778    8 of   8   com/looker/droidify/index/IndexV1Parser$Localized
901c2a9d17d7455b    7 of  16   androidx/work/ConfigurationKt
00416f18ae28897f   32 of 121   androidx/savedstate/internal/SavedStateRegistryImpl
6f25da54c1d79cb5   14 of  42   com/looker/droidify/ui/appList/AppListState
a22c07a065fc7864    8 of  14   com/looker/droidify/database/Database$RepositoryAdapter$getAllRemovedStream$$inlined$map$1$2
00c6e92afb2c3ad5   10 of  28   androidx/viewpager2/adapter/FragmentStateAdapter$FragmentEventDispatcher
0b58335a9b47bb53    1 of   8   com/looker/droidify/service/DownloadService$onCreate$1$2
2daad77b3c1b0ed0   75 of 167   androidx/work/impl/background/systemjob/SystemJobScheduler
8ee31b2f7e83a355    7 of  41   androidx/work/Logger$LogcatLogger
87e1598c054cb33b    7 of  72   androidx/constraintlayout/core/SolverVariable
7fc4532fcadd9e2d   13 of  31   androidx/recyclerview/widget/ViewBoundsCheck
5cf24abe4ab974e8    1 of   3   androidx/core/content/res/ResourcesCompat$Api23Impl
8e8faeb08912610f   27 of  72   com/google/android/material/appbar/AppBarLayout$ScrollingViewBehavior
6ae7b9c14364f861    4 of  17   com/fasterxml/jackson/core/ErrorReportConfiguration
b27a6654ae489242   11 of  18   okhttp3/internal/concurrent/Task
d6a93f8b7505a401   39 of 133   kotlinx/coroutines/channels/BufferedChannel$BufferedChannelIterator
677f01089d27d378    2 of   7   com/looker/droidify/service/SyncService$State$Finish
8f0db67d1a065b5d    7 of   7   androidx/lifecycle/ViewModelProvider$AndroidViewModelFactory$Companion
d200614b129d29fa    1 of  51   androidx/datastore/preferences/protobuf/ByteString$LiteralByteString
c9fa1f22a3e73d11   11 of  11   androidx/recyclerview/widget/RecyclerView$LayoutManager$2
58089dc1d39d0e7a   10 of  57   okhttp3/Route
a1aa0585f9f7b5f7    2 of   4   com/looker/droidify/MainActivity$backHandler$1
8ad8cb3119c2801a    1 of   5   androidx/collection/internal/Lock
f543c75b31955bbf    1 of   5   androidx/core/os/TraceCompat$Api29Impl
f768052067cc4db6    5 of   6   kotlin/comparisons/NaturalOrderComparator
0235aa746a20ca52    5 of   5   com/looker/droidify/database/table/DatabaseHelper$addDefaultRepositories$$inlined$sortedBy$1
22b6627a33424bba    2 of   3   kotlinx/coroutines/scheduling/TaskImpl
4a72d1885ab82974    3 of   4   okhttp3/CookieJar$Companion$NoCookies
013a1c79858f30fb   26 of  50   okhttp3/internal/http2/Http2Connection$Builder
3eb16ff2dfef2694    1 of   6   com/google/android/material/floatingactionbutton/ExtendedFloatingActionButton$7
31bf20dfff36a66f   12 of  24   kotlinx/coroutines/flow/FlowKt__LimitKt$dropWhile$1$1
80786d819e223be1    9 of  18   androidx/datastore/core/FileStorageKt
a16d2aaebf315cc8   17 of 163   androidx/fragment/app/FragmentManagerViewModel
3d356bda17fa592b    2 of   2   kotlinx/coroutines/selects/SelectImplementation$doSelectSuspend$1
123dc20405d04da8   42 of 104   kotlinx/serialization/json/internal/StringJsonLexer
a6bfcd198703a4e6   14 of  20   dagger/hilt/android/internal/managers/ViewComponentManager$FragmentContextWrapper
5ee6915ea5eb4216   19 of  43   com/looker/droidify/database/Database$DownloadStatsAdapter
b544382967acd287    1 of   1   androidx/work/Operation$State
39ac354865398194    8 of  12   androidx/room/InvalidationTracker$syncBlocking$1
3e5e611dff29a821    6 of  14   kotlin/UnsafeLazyImpl
9e759c749ab270fe  107 of 129   com/google/android/material/shape/ShapeAppearancePathProvider
fef4fcb896b98cba   39 of  65   com/looker/droidify/database/CursorOwner
2383987c8f51acfe    6 of   6   androidx/appcompat/app/AppCompatActivity$2
d05c6fda21c34615    1 of  27   androidx/core/app/NotificationCompat$BubbleMetadata
bf5f2c306b41d07f    6 of  16   okhttp3/TlsVersion$Companion
cefb749acf449d74   13 of  16   com/fasterxml/jackson/core/util/InternCache
f6ffc9f52b225c7d    4 of  18   androidx/datastore/preferences/PreferencesProto$StringSet$Builder
f213dfb2f047c5b3    5 of  31   androidx/core/graphics/Insets
e3cdd656f0f53d37   33 of 119   androidx/recyclerview/widget/ChildHelper
17bcfb5dba3ace81    4 of   5   com/looker/droidify/datastore/PreferenceSettingsRepository$special$$inlined$map$1
df7df6aeba807b08    3 of   3   com/looker/droidify/Hilt_Droidify$1
b08bc66ac76b09d6   20 of 442   kotlin/time/DurationKt
7d651d2e32ea3afd    4 of   4   kotlinx/coroutines/flow/internal/SafeCollectorKt$emitFun$1
c494a531d6cdbf09    4 of  14   androidx/work/WorkManager
8b43eaedbea94766    6 of  17   androidx/customview/view/AbsSavedState
8a8534f84fc709de    4 of   5   androidx/datastore/preferences/core/Actual_jvmAndroidKt
4a6b2f2c1564d847  163 of 816   androidx/recyclerview/widget/LinearLayoutManager
5e575dbbec66d7ec    1 of   2   androidx/datastore/core/SingleProcessCoordinator$lock$1
070678b8f8947f43    2 of   4   kotlin/time/jdk8/InstantConversionsJDK8Kt
113fde7b2f61684b    7 of  72   rikka/shizuku/ShizukuProvider
8774d98d6bfc5d75    1 of   2   androidx/datastore/preferences/protobuf/WireFormat$FieldType$3
8e226d8e16944d49    7 of 110   kotlin/time/Duration$Companion
9d925f95d18a5bff   13 of  17   androidx/datastore/preferences/protobuf/JavaType
7162f7bfaf4f81e0    1 of   7   com/google/android/material/appbar/AppBarLayout$BaseBehavior$SavedState$1
55eef45b6fde061e   16 of  61   androidx/recyclerview/widget/ChildHelper$Bucket
0b7a843a3076b741    7 of 119   androidx/appcompat/widget/ForwardingListener
fa45bc5418611607    6 of  41   androidx/recyclerview/widget/RecyclerView$RecyclerViewDataObserver
3afbdc0bc96a37e2    3 of   8   com/looker/droidify/datastore/exporter/SettingsExporter
25d3aed2017f6204  472 of 1770   kotlinx/coroutines/channels/BufferedChannel
4525e8e4d58ed035   28 of 138   androidx/appcompat/app/AppCompatActivity
8bc9ae072feaf259    3 of  10   com/looker/droidify/ui/tabsFragment/TabsFragment$onViewCreated$6$1$2$1
c000c6ec278ca91f    6 of   6   com/looker/droidify/DaggerDroidify_HiltComponents_SingletonC$ActivityRetainedCBuilder
7ba1d60920d355fa    4 of   6   okhttp3/internal/tls/CertificateChainCleaner$Companion
bd73ea8958fee785   15 of  56   androidx/fragment/app/SpecialEffectsController$Operation$State
d86856d212f164c8   76 of 162   com/google/android/material/imageview/ShapeableImageView
51814d82c56cd1e9    3 of   3   androidx/work/impl/model/DependencyDao_Impl$Companion
2bde911b8f2fdd62    5 of  10   com/looker/droidify/ui/appList/AppListFragment$special$$inlined$viewModels$default$5
4b9f147fa02c9745    7 of  19   kotlinx/coroutines/flow/FlowKt__ErrorsKt$catch$$inlined$unsafeFlow$1
ee8b42237f632b42   16 of  41   androidx/work/OperationKt
5f8a40366886ffb0   92 of 144   com/looker/droidify/model/Repository
9a05c82c7d82d720    1 of   6   com/google/android/material/floatingactionbutton/ExtendedFloatingActionButton$6
602f64bd8fc223db    4 of   4   com/looker/droidify/model/Release$Incompatibility$Feature
ec26d646ff433dad   67 of 153   com/google/android/material/progressindicator/DeterminateDrawable
d48599621075951d   92 of 282   androidx/appcompat/widget/ActionMenuPresenter
2d63f6f02f204c23    7 of  15   kotlin/collections/SlidingWindowKt
3a71f3599d5acce3    3 of   3   androidx/lifecycle/SavedStateHandlesVM
110363c8f55b9f03    1 of   2   com/looker/droidify/ui/tabsFragment/TabsViewModel_HiltModules$KeyModule
018b2ccb77e8e23c   26 of  67   kotlin/text/StringsKt__StringNumberConversionsKt
4afc1bf3e97120e8    6 of  42   androidx/room/RoomDatabaseKt__RoomDatabase_androidKt
74fe238c126d0d88   10 of  19   com/looker/droidify/databinding/FragmentBinding
7a301dfdd6d56981   33 of  42   com/looker/droidify/ui/appList/Hilt_AppListFragment
8451f6a3c16dfb04    1 of   2   kotlinx/coroutines/StandaloneCoroutine
8f208d09ef8ad538   62 of 229   androidx/viewpager2/adapter/FragmentStateAdapter
8c189144201d65df    6 of  12   com/looker/droidify/Droidify$onCreate$1
d22fe63e455629d9    2 of  17   androidx/work/impl/constraints/controllers/NetworkConnectedController
b67bfdcad79d348c   20 of  33   androidx/datastore/core/DataMigrationInitializer$Companion
3ca40a9b385996c5    1 of   1   kotlinx/coroutines/Job
62a6154e5922f66e    4 of  20   androidx/work/ForegroundInfo
529c3de49fe4183a    2 of  10   kotlinx/serialization/modules/SerializersModule
f3aec13ad35d496f   21 of  93   androidx/work/WorkRequest$Builder
e20b0e8757a7238c    5 of  13   com/looker/droidify/Droidify_MembersInjector
583519994fbf36b4   20 of  59   androidx/recyclerview/widget/RecyclerView$6
8724e8df7f2fe87c    4 of   4   androidx/sqlite/db/SupportSQLiteOpenHelper$Configuration$Companion
74f0c89b7522a1e1   28 of  51   androidx/appcompat/view/ContextThemeWrapper
2fbae065d6c191b4    1 of   2   androidx/room/coroutines/PassthroughConnection$transaction$1
3e9249a3d757c8ca    1 of   6   okhttp3/internal/http2/PushObserver$Companion$PushObserverCancel
d47d60236c9a606a    4 of   5   androidx/datastore/core/FileWriteScope
a9ce9b7b8fbaa5a1   11 of  26   okio/InputStreamSource
f05b28c3d7fb87cd    2 of  18   kotlinx/serialization/json/internal/AbstractJsonLexerKt
b466f43922a77a4b   10 of  15   kotlinx/coroutines/flow/FlowKt__MergeKt$mapLatest$1
6e7e2f5e0b09f29d    4 of   5   kotlinx/coroutines/flow/FlowKt__TransformKt$onEach$$inlined$unsafeTransform$1
3697ac007206c024    1 of  80   androidx/savedstate/SavedStateWriter
747526c4180e8208   19 of  64   androidx/datastore/preferences/PreferencesProto$StringSet
ccb5a0768fcb5bb1   14 of  22   androidx/datastore/core/DataStoreImpl$writeData$2
294263b7e7d4f59d    7 of  10   androidx/datastore/preferences/core/Preferences$Key
e628ec2045a56710   45 of 163   androidx/work/impl/WorkManagerImpl
aa4a23195fac3e42   15 of  42   androidx/recyclerview/widget/RecyclerView$ItemAnimator
6471b1c627673a10    1 of   1   kotlinx/serialization/json/internal/CreateMapForCacheKt
abacbd9947f3d906    1 of   1   com/looker/droidify/Droidify_HiltComponents$ViewModelC
f307b250dd5084c5    3 of  29   androidx/core/view/WindowCompat
0c32d925b965e4b1    7 of   7   androidx/work/WorkRequest
9bb6b140e223e010    2 of  15   androidx/work/impl/Migration_16_17
eea00dd6acece753    3 of   6   androidx/lifecycle/viewmodel/internal/CloseableCoroutineScope
7c48925218d04e00   40 of  74   com/google/android/material/progressindicator/BaseProgressIndicatorSpec
464c447cbbe4811e    3 of 101   androidx/core/view/NestedScrollingChildHelper
376e755630e49a17   19 of  33   androidx/work/impl/WorkerWrapperKt
90003fb490223759    6 of  11   kotlin/LazyKt__LazyJVMKt
690d762bd0dbf72e   13 of  24   com/looker/droidify/DaggerDroidify_HiltComponents_SingletonC$SingletonCImpl$SwitchingProvider
52fdedf8fb18acc8    2 of  13   androidx/work/impl/constraints/controllers/BaseConstraintController
23a78fe230c86458    1 of   3   androidx/work/WorkContinuation
9fd3ec392b5d0061   15 of  87   androidx/navigationevent/NavigationEventHandler
8ef4c5f824be9764    1 of   1   androidx/appcompat/view/menu/ActionMenuItemView$PopupCallback
ac06f6029bd06902    1 of   5   dagger/hilt/android/internal/lifecycle/DefaultViewModelFactories_InternalFactoryFactory_Factory
3f39e153585abee7    2 of  11   androidx/savedstate/ViewTreeSavedStateRegistryOwner
2fb6cbd54c2da096    6 of   7   kotlin/collections/builders/MapBuilder$KeysItr
ea5a9813bfbef52f    6 of   6   androidx/room/RoomMasterTable
bf4e7517d45dd6dc   41 of 241   androidx/collection/LongSparseArray
d6c708d638a09e68    1 of   3   androidx/work/impl/WorkDatabase_AutoMigration_22_23_Impl
b6afd8a30df51b20    2 of   3   kotlinx/coroutines/DisposeOnCancel
da097c1c7cac9260    2 of  11   okhttp3/internal/connection/RealConnection$Companion
04c08f1e96f235f5   16 of  96   okhttp3/internal/http2/Http2Stream$FramingSink
d281e9d24b48e8c1   72 of 130   com/looker/droidify/ui/appList/AppListFragment
fe06df07a332baef    7 of   7   androidx/savedstate/SavedStateRegistryController$Companion
ed9979a49a52a6b2    6 of   6   okhttp3/internal/connection/ConnectInterceptor
f66cbc86aa338807    4 of   5   androidx/work/impl/DefaultRunnableScheduler
d9c1dce0e1b1ac4f    2 of  30   kotlinx/coroutines/flow/FlowKt__TransformKt
033abce39682b1ba    2 of   2   kotlinx/serialization/descriptors/PrimitiveKind$BOOLEAN
f496717d9c12111b  107 of 372   androidx/fragment/app/SpecialEffectsController
5507d6827c9fe7f8    1 of   1   androidx/datastore/core/NoValueDataState
bc315ce633281b1c    1 of   7   com/looker/droidify/ui/tabsFragment/TabsViewModel$sections$2
cff61863cfcdd0bb   12 of  76   kotlin/io/TextStreamsKt
360e5bf82f12da00    1 of  16   kotlin/internal/jdk7/JDK7PlatformImplementations
8552a96fd2b25669    3 of   7   androidx/viewpager2/widget/ViewPager2$4
b17fb815bc6eddef    1 of   5   androidx/dynamicanimation/animation/DynamicAnimation$12
69371da3dcc500bc    1 of   1   kotlinx/coroutines/EventLoopImplBase$DelayedTaskQueue
9014b416e73a4bd5    2 of   2   kotlinx/serialization/descriptors/SerialKind$ENUM
f450e6b41b0da118  113 of 937   kotlin/text/StringsKt__StringsKt
cb17139796cd56bf   44 of  64   androidx/dynamicanimation/animation/AnimationHandler
a5241a59ac47abc9    2 of   3   kotlinx/serialization/json/JsonSchemaCacheKt
f9443842910c48fe    1 of  71   androidx/work/impl/model/WorkSpecDao_Impl$2
93fc95309e8ed0b4    1 of   1   androidx/recyclerview/widget/RecyclerView$OnFlingListener
dcb846ba63a81152    4 of  26   androidx/datastore/preferences/protobuf/ListFieldSchemaLite
f4a4e9230a4edf31    2 of  13   androidx/sqlite/driver/SupportSQLiteStatement$RowSQLiteStatement$Companion
a1668f0061a1573f    9 of   9   com/looker/droidify/widget/EnumRecyclerAdapter
7ed8d0ce1049d6a6    1 of   1   androidx/savedstate/internal/SynchronizedObject
6ac5475a96ebb38e    2 of   4   androidx/work/impl/Migration_8_9
c9eec7d428defe1e    6 of  10   androidx/fragment/app/FragmentStateManager$2
0842fc074f16d3a9    4 of   4   com/looker/droidify/widget/DividerItemDecorationKt
a98d93ca3c74cec8   35 of  54   com/looker/droidify/utility/common/extension/JsonKt
1eb5e31e6d413811    1 of   2   androidx/appcompat/widget/SearchView$1
5d9d2134929d16c8    8 of  13   com/looker/droidify/service/SyncService$State
a46168c21f300a90    4 of  67   androidx/core/app/AppLocalesStorageHelper
042f3c1ad2bb338b    1 of   4   kotlinx/coroutines/CancellableContinuationImplKt
013a271aa3f95cdc    1 of   2   androidx/appcompat/app/AppCompatDelegate$ThreadPerTaskExecutor
d7f34367281c458d   65 of 283   androidx/navigationevent/NavigationEventProcessor
87a824ba2a943080   17 of  22   com/looker/droidify/ui/tabsFragment/TabsViewModel$sections$1
b5c5933c97a77858    2 of   3   androidx/work/impl/background/systemjob/SystemJobService$Api24Impl
ba62a097d79fb46d    8 of  38   okhttp3/internal/connection/RoutePlanner$ConnectResult
9a299f2999d9f5d1  102 of 793   androidx/core/view/ViewCompat
ce5ef0990f7e48b0    1 of   5   kotlinx/coroutines/flow/internal/FlowExceptions_commonKt
ffe2f14069707edb    7 of  12   androidx/sqlite/driver/SupportSQLiteStatement$TransactionSQLiteStatement$WhenMappings
6a8196767cfd8901    4 of  21   kotlinx/coroutines/Job$DefaultImpls
ed0158074274ae7f   27 of  46   androidx/work/impl/WorkManagerImplExtKt
f8137791a3c0c54f   37 of  77   okhttp3/internal/http/RealInterceptorChain
e5024a10ecf0daef    4 of  31   okio/Okio__OkioKt
897866da99813f2d    4 of   4   androidx/work/impl/utils/WakeLocksHolder
3f28871e3368424e    4 of  61   okhttp3/internal/authenticator/JavaNetAuthenticator
dfbb991885176aa6   81 of  84   okhttp3/internal/http2/Hpack
0acf519d5a1fd856   15 of  57   com/google/android/material/shadow/ShadowRenderer
3c9fbc3b385561ea   10 of  55   com/google/android/material/motion/MotionUtils
a20193fc107d889c   13 of  31   okhttp3/internal/http2/Http2Reader$ContinuationSource
da9c297a5681dc7a  199 of 610   androidx/constraintlayout/widget/ConstraintLayout
3da0e02ff7064397   89 of 133   com/google/android/material/shape/ShapeAppearanceModel
f213c95fc5054756   19 of  48   kotlinx/coroutines/UndispatchedCoroutine
09f29bedbae671e6    7 of  14   com/looker/droidify/utility/extension/android/Android
6b861bad2851e15b    7 of  13   com/looker/droidify/database/Database$CategoryAdapter$getAllStream$1
24325eb0740097a6   14 of  21   com/looker/droidify/widget/CursorRecyclerAdapter
1bd632155f20afc4    5 of  23   androidx/datastore/preferences/protobuf/ExtensionRegistryFactory
f9da16640e17f882    1 of   2   androidx/datastore/core/DataStoreImpl$readAndInitOrPropagateAndThrowFailure$1
be1d207227767032    4 of   5   com/looker/droidify/index/RepositoryUpdater$init$1$invokeSuspend$$inlined$filter$1
00452edbec393b8c   14 of  21   com/looker/droidify/index/RepositoryUpdater$init$1$invokeSuspend$$inlined$map$1$2
5c8c801e209a8538    3 of  11   kotlinx/coroutines/scheduling/DefaultScheduler
03fe78e4a419d631    2 of   2   com/looker/droidify/work/DownloadStatsWorker$processDownloadStats$1
f49b027d9de74235    9 of  45   com/google/common/collect/ImmutableMap$Builder
70dadebd59f6eea4    1 of   2   kotlin/jvm/internal/Ref$IntRef
96204eef6789067f    3 of   5   androidx/room/util/SQLiteStatementUtil
93efa0231193eb66    4 of   5   com/looker/droidify/ui/tabsFragment/TabsFragment$onViewCreated$6$1$4$1
b2a7970e71e27d72    1 of   5   com/looker/droidify/di/DatabaseModule_ProvidePrivacyRepositoryFactory
05858945cf7a7a80   16 of  26   androidx/datastore/core/DataStoreImpl$transformAndWrite$2
e2ebc6c591952c86    6 of  12   kotlinx/coroutines/flow/FlowKt__DelayKt$sample$2$values$1
f7e0f6ebef7ee74b    2 of  15   okio/internal/SocketAsyncTimeout
247bdab0d3da842e    4 of  30   androidx/appcompat/view/menu/SubMenuBuilder
92f09c23100b4798   21 of  36   androidx/room/TriggerBasedInvalidationTracker$createFlow$1$2
b65efba3fa1c2ea1    2 of   2   kotlin/internal/jdk8/JDK8PlatformImplementations$getSystemClock$1
a428ae983e956d67    2 of  30   kotlin/jvm/internal/CallableReference
5ae33e6d3ba1366c    9 of  59   kotlinx/coroutines/android/HandlerDispatcherKt
581e8bc114164e8e   23 of  58   kotlin/jvm/internal/ClassReference
d9fce4d0af576b33    8 of   9   com/looker/droidify/datastore/model/InstallerType
7b081a2ca56d6d00    5 of   8   com/looker/droidify/ui/appList/AppListState$WhenMappings
6e257d6e0531ff30    2 of   2   androidx/datastore/core/DataStoreImpl$Companion
43cf4994b431e720    1 of   5   com/looker/droidify/di/DatastoreModule_ProvideSettingsRepositoryFactory
1d2ecdf26f3e36a9    9 of  16   kotlinx/coroutines/flow/internal/ChannelFlowTransformLatest
4810af06c48b9ad1    3 of   3   androidx/work/impl/model/WorkSpecDao_Impl$Companion
2eafbed34e19f729   13 of  62   androidx/work/impl/model/DependencyDao_Impl
9a7f596eb58a3fd4   10 of  25   com/fasterxml/jackson/core/json/JsonWriteFeature
535fe159ad8726d0    1 of   2   androidx/activity/result/contract/ActivityResultContract
cbdb69dd699862cf   29 of  57   com/google/android/material/internal/ThemeEnforcement
d9f30004f9fc095a   15 of  17   com/google/android/material/elevation/SurfaceColors
083d1582aa906e7d    4 of  45   com/google/android/material/floatingactionbutton/BaseMotionStrategy
302d89a655ecb531    3 of   4   androidx/hilt/work/HiltWorkerFactory
9696c03dabb2f44f    5 of   8   androidx/room/coroutines/PassthroughConnection$WhenMappings
97c92e03868ba616   50 of 1098   kotlin/sequences/SequencesKt___SequencesKt
4f0a00cf229e1403    2 of   3   dagger/hilt/android/internal/modules/ApplicationContextModule
3e75bcba72e6a971    2 of   2   androidx/room/BaseRoomConnectionManager$Companion
ad88beee0e40347e   13 of  32   kotlinx/serialization/json/internal/WriteModeKt
a5f3c3c55ce2138d    2 of   2   com/looker/droidify/work/DownloadStatsWorker$doWork$1
62cebaacf53b5400    4 of   8   okhttp3/internal/http2/Http2Reader$Companion
5d7b89320771fa63    2 of   2   kotlinx/coroutines/Job$Key
ac5e88dca04a9d97    3 of  53   androidx/core/os/BundleKt
3c1cc1563a520e47    5 of  94   androidx/recyclerview/widget/OpReorderer
715737e6a16daebd   12 of  78   com/looker/droidify/datastore/model/ProxyPreference
380e86627b527c5c   16 of  24   androidx/work/impl/constraints/trackers/Trackers
87154da547c33410    5 of   5   kotlin/sequences/GeneratorSequence
c84f365d86538122    7 of  10   com/looker/droidify/utility/extension/PackageInfoKt
3b9bc0ca3793e5a6   14 of  22   androidx/lifecycle/Lifecycle$Event
a529b5be75fd4c0f    7 of   8   com/looker/droidify/work/RBLogWorker$doWork$2$1
53f1b3101e7a87fc    6 of  12   com/looker/droidify/ui/appList/AppListFragment$onViewCreated$1$1$2
8ec4d88ab7ae3888   12 of  53   kotlinx/serialization/internal/Platform_commonKt
2f20285957fa09ef    3 of   5   kotlinx/coroutines/flow/ReadonlyStateFlow
710b22e4426358e2    5 of  17   kotlinx/coroutines/internal/ConcurrentKt
b7d89f7955d4c41b    6 of  23   androidx/work/impl/utils/NetworkRequestCompat
0e0614a1f355309d    2 of   9   okhttp3/internal/http2/Http2Stream$StreamTimeout
fe743851652a8a7f   19 of  32   androidx/core/app/NotificationCompat$Action
ab0a43afb16be0bc   24 of  65   kotlinx/coroutines/intrinsics/UndispatchedKt
f83bc8ff0d217496   23 of  52   kotlinx/coroutines/flow/StateFlowSlot
a069ff3f96560075    6 of   7   androidx/recyclerview/widget/DefaultItemAnimator$5
e95f5b1f2bb6908e    6 of   6   androidx/work/impl/model/WorkTagDao_Impl$1
804ec0cefdca9430    2 of  36   kotlin/collections/AbstractCollection
90d3837144f8ee20    2 of   4   kotlinx/coroutines/selects/SelectKt$DUMMY_PROCESS_RESULT_FUNCTION$1
077692bcfd3fc18a    2 of  14   kotlinx/coroutines/CoroutineName
76de7532fd56f73a   11 of  20   androidx/constraintlayout/core/widgets/ConstraintWidget$1
eb7725f7939c649c    6 of  28   com/looker/droidify/network/NetworkResponse$Success
5893e13abb864bae    3 of  24   androidx/core/os/BundleCompat
91e24d2cec592915    1 of   6   androidx/appcompat/widget/ActionMenuPresenter$OverflowMenuButton$1
b5342bcf17f0d088    1 of   2   kotlinx/coroutines/flow/CallbackFlowBuilder$collectTo$1
0c3706b71ac229cb   33 of 140   androidx/appcompat/widget/AppCompatButton
f4238a45bc516bbe  130 of 468   okhttp3/HttpUrl$Builder
8e3d3c6d780e73d3   10 of  28   kotlin/collections/EmptySet
ce778ae617389a24    4 of  61   kotlin/jvm/internal/CollectionToArray
bd1ffc54a4494c8c    3 of   3   okhttp3/internal/connection/ConnectionListener$Companion
6e62b3a6ca011e4b   15 of  20   com/looker/droidify/service/SyncService$downloadFile$1$response$1$1
5938e0a6eb00ab11   19 of  25   kotlinx/coroutines/AbstractCoroutine
7b75be11051e19e8   27 of  51   kotlinx/coroutines/EventLoopImplBase$DelayedTask
ebebea28aff937a8    1 of   2   kotlinx/coroutines/SupervisorCoroutine
3c2066263d60bef5    2 of   3   kotlinx/coroutines/flow/internal/AbortFlowException
ee2c0371950dd1c4    6 of  10   kotlinx/coroutines/CoroutineStart$WhenMappings
1297a430ba056536    7 of   8   com/looker/droidify/service/SyncService$onCreate$1$1
01767dbc2924dc7a    2 of   2   com/looker/droidify/utility/ProgressInputStreamKt
3b34e9477ddfa639    1 of  11   androidx/core/view/WindowInsetsCompat$BuilderImpl30
fdb2f0128423e016    2 of   2   androidx/work/impl/WorkerWrapper$Resolution
e1f6e446da979687    3 of 311   androidx/constraintlayout/core/ArrayRow
c53f05ec6d3ae44d  175 of 190   com/looker/droidify/utility/serialization/ProductSerializationKt
a9ccdc8382b1ee58    3 of   8   androidx/work/CoroutineWorker$DeprecatedDispatcher
220b48283e7cddf2    2 of  46   androidx/core/os/HandlerCompat
0e493fa28dcb858f    2 of   2   androidx/work/impl/utils/DurationApi26Impl
6142724800036ab9    9 of  15   kotlinx/coroutines/scheduling/TasksKt
f3403929a325e0fd    1 of  14   androidx/recyclerview/widget/RecyclerView$5
27b37ff40ee31f16    2 of   3   androidx/appcompat/content/res/AppCompatResources
843e56c8d2719933   47 of 148   okhttp3/internal/concurrent/TaskQueue
c19bc23b82daa8ce   16 of  60   androidx/core/os/LocaleListCompat
5a2e78b4a7b6bc98    9 of  39   androidx/room/util/DBUtil__DBUtil_androidKt$performSuspending$lambda$1$$inlined$internalPerform$1
6fe77f1ee6973fda    1 of   5   androidx/dynamicanimation/animation/DynamicAnimation$7
3a88c432db68bc66    6 of  10   kotlin/coroutines/jvm/internal/RestrictedContinuationImpl
e951fb74db6f20fd    1 of   4   androidx/appcompat/widget/SearchView$10
16514eba003d716c   12 of  23   com/fasterxml/jackson/core/json/JsonParserBase
e1f2a0dcbb88531c    2 of   3   androidx/interpolator/view/animation/FastOutLinearInInterpolator
16cea94a84f692ce   72 of 333   kotlin/time/Duration
0e4e07d1dff72fd4   34 of 334   kotlin/text/StringsKt__StringsJVMKt
5a8c25538f27a945   25 of  50   com/looker/droidify/ui/tabsFragment/TabsFragment$pageChangeCallback$1
b3c2ab2ce35f5271    7 of  13   com/looker/droidify/database/Database$RepositoryAdapter$getAllRemovedStream$1
88f0bb356ba4f1a0    1 of   2   androidx/lifecycle/ViewModelProvider$OnRequeryFactory
48ac4813194e3030    6 of  10   com/looker/droidify/service/SyncService$State$WhenMappings
cbd827b03de99842    4 of  20   kotlin/time/DurationUnitKt__DurationUnitJvmKt
35207199bd8790fb    8 of  10   androidx/lifecycle/LifecycleRegistry$Companion
93cfaee534e2700e    2 of  65   kotlinx/serialization/modules/SerialModuleImpl
a4c561ff4de25114    8 of  13   com/fasterxml/jackson/core/StreamReadCapability
858e87371a378143   11 of  68   androidx/lifecycle/SavedStateHandle
fb2b9eb4a5eef9a3    6 of  22   kotlin/Pair
690a4004df350fe8    2 of  13   kotlin/text/Regex$Companion
93bacd09dab15dda    6 of  12   okhttp3/Protocol$Companion
f9a146697c46ba55   23 of 109   com/looker/droidify/utility/common/extension/PackageInfoKt
4c7c7e814e6f854d   10 of  39   androidx/fragment/app/FragmentHostCallback
1fbfe26e7d204910    1 of  10   androidx/appcompat/widget/Toolbar$LayoutParams
b76f7740fef0973d   13 of  19   kotlinx/coroutines/CoroutineStart
